final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
85,True,1,Most of the time,"Fallout New Vegas,CS-GO 2,Clue,Worms aarmageadon,Touch football",I think that gaming with my friends in CS has taught me to be a better team player. My short comings as the worst shooter in the group can greatly affect the outcome of the game. However if I do better it helps the team succeed. In order to do better I have to constantly learn from **mistakes** and learn to ask questions about the maps and what angles are the best to hold.,DEF-IRR,Low Frequency
85,True,7,Half of the time,"Elden Ring,Rocket League,Spelunky 2,Counter-Strike 2,Super Smash Bros Ultimate",You learn to rely on your teammates by **working together** in order to succeed.,CLB-COP,High Frequency
85,True,5,Most of the time,"Destiny 2,Valorant ,GTFO,Vampire Survivors ,Trombone Champ","It does, as more often then not it forces me to rely on my teammates to deal with just as much work as I do.",UNCODED,High Frequency
85,True,5,Half of the time,"Enshrouded,Madden,Stardew valley ,Call of duty ,Skyrim",I would think so. You learn how to team up to beat objectives. ,UNCODED,High Frequency
85,True,6,Half of the time,"Batman Arkham Knight,Fortnite,Witcher 3,Sekiro,Clash of Clans","I am not good at the actual game, I a have always been the medic/**support** guy and I am good at it.",INT-OTH,High Frequency
85,True,2,Half of the time,"Dark Souls,Stardew Valley,COD,Diablo,Ori and the Blind Forrest","Yes, 100%. In any game that requires teams there is an emphasis to have good communication, open to listening to others ideas, ready to compromise, determined to create a plan of action and ready to talk through problems that arise, and many other important skills to create a successful and **efficient** team. All these skills and others I even did not list are all important to help your team be successful and have less risk of arguments or inability to complete the task at hand.",COM-EFF,Low Frequency
85,True,2,Half of the time,"Dark Souls,Stardew Valley,COD,Diablo,Ori and the Blind Forrest","Yes, 100%. In any game that requires teams there is an emphasis to have good communication, open to listening to others ideas, ready to compromise, determined to create a plan of action and ready to talk through problems that arise, and many other important **skills** to create a successful and efficient team. All these **skills** and others I even did not list are all important to help your team be successful and have less risk of arguments or inability to complete the task at hand.",CLB-MNG,Low Frequency
85,True,2,Half of the time,"Dark Souls,Stardew Valley,COD,Diablo,Ori and the Blind Forrest","Yes, 100%. In any game that requires teams there is an emphasis to have good communication, open to listening to others ideas, ready to compromise, determined to create a **plan** of action and ready to talk through problems that arise, and many other important skills to create a successful and efficient team. All these skills and others I even did not list are all important to help your team be successful and have less risk of arguments or inability to complete the task at hand.",PRO-STR,Low Frequency
85,True,2,Half of the time,"Dark Souls,Stardew Valley,COD,Diablo,Ori and the Blind Forrest","Yes, 100%. In any game that requires **teams** there is an emphasis to have good communication, open to listening to others ideas, ready to compromise, determined to create a plan of action and ready to talk through problems that arise, and many other important skills to create a successful and efficient team. All these skills and others I even did not list are all important to help your team be successful and have less risk of arguments or inability to complete the task at hand.",INT-GRP,Low Frequency
85,True,2,Half of the time,"Dark Souls,Stardew Valley,COD,Diablo,Ori and the Blind Forrest","Yes, 100%. In any game that requires teams there is an emphasis to have good communication, open to listening to others ideas, ready to compromise, determined to create a plan of action and ready to talk through problems that arise, and many other important skills to create a successful and efficient team. All these skills and others I even did not list are all important to **help** your team be successful and have less risk of arguments or inability to complete the task at hand.",INT-OTH,Low Frequency
85,False,1,Most of the time,"Minecraft,RocketLeague,Forza Horizon 4,,","Yes! Playing games with a team is huge progress towards the end **goal** of winning the game. Same goes for real life and classes, working in a team truly helps me, as well as others in the class towards the grade we want on the next assignment/project/exam. In the end, we all end up learning more collectively as well. ",PRO-GOL,Low Frequency
85,True,2,Half of the time,"League of Legends,Squad,Total War series,Bannerlord 2,Civilization",Playing games like Squad involve tactics at the lowest level to achieve victory in combat. This directly translates to my Army ROTC experience and gives me a well rounded look at missions and how to run them. It helps me **coordinate** with higher echelons and disseminate orders down the chain of command. I find that video games help me to communicate more effectively while giving a little dopamine boost at the same time. ,CLB-COP,Low Frequency
85,True,2,Half of the time,"League of Legends,Squad,Total War series,Bannerlord 2,Civilization",Playing games like Squad involve **tactics** at the lowest level to achieve victory in combat. This directly translates to my Army ROTC experience and gives me a well rounded look at missions and how to run them. It helps me coordinate with higher echelons and disseminate orders down the chain of command. I find that video games help me to communicate more effectively while giving a little dopamine boost at the same time. ,PRO-STR,Low Frequency
85,True,2,Half of the time,"League of Legends,Squad,Total War series,Bannerlord 2,Civilization",Playing games like Squad involve tactics at the lowest level to achieve victory in combat. This directly translates to my Army ROTC experience and gives me a well rounded look at missions and how to run them. It helps me coordinate with higher echelons and disseminate orders down the chain of command. I find that video games **help** me to communicate more effectively while giving a little dopamine boost at the same time. ,INT-OTH,Low Frequency
85,True,4,Most of the time,",League Of Legends,,,",I think it can in some ways. Through playing games as a team I can see how my **specific** role can be important no matter how small or big it may seem. It has also taught me to be mindful of what others are working on and how what I'm doing may be able to help them,COM-CLR,High Frequency
85,True,4,Most of the time,",League Of Legends,,,",I think it can in some ways. Through playing games as a team I can see how my specific **role** can be important no matter how small or big it may seem. It has also taught me to be mindful of what others are working on and how what I'm doing may be able to help them,CLB-MNG,High Frequency
85,True,4,Most of the time,",League Of Legends,,,",I think it can in some ways. Through playing games as a team I can see how my specific role can be important no matter how small or big it may seem. It has also taught me to be mindful of what others are working on and how what I'm doing may be able to **help** them,INT-OTH,High Frequency
86,True,3,Most of the time,"DayZ,Counter Strike,Helldivers II,Counter Strike,Counter Strike","I think playing **team based games** can improve your ability to be a ""**team player**"" in other scenarios just as organized sports can. However, with the culture of online gaming these days, toxicity against teammates is a huge problem, and I think that those who participate in the toxic culture can make their ability to work in a team in outside tasks worse. Hard to say.",INT-GRP,Low Frequency
86,True,3,Most of the time,"DayZ,Counter Strike,Helldivers II,Counter Strike,Counter Strike","I think playing team based games can improve your ability to be a ""team player"" in other scenarios just as organized sports can. However, with the culture of online gaming these days, **toxicity** against teammates is a huge problem, and I think that those who participate in the **toxic** culture can make their ability to work in a team in outside tasks worse. Hard to say.",DEF-ISO,Low Frequency
86,True,7,Most of the time,"Star Wars Battlefront,Dota 2,Witcher 3,Civilization 6,Terraria","I think so. Dota 2 is the game I have played the most, it's a team game with distinct roles for everyone. So for me, playing my role the best I can and trusting others that they will fulfill their part. Also, making sure everyone is aware of their role and tasks, if everyone is **clear** on what they are doing everyone can then contribute. This requires constant communication to keep everyone up to date on the plan or strategy.",COM-CLR,High Frequency
86,True,7,Most of the time,"Star Wars Battlefront,Dota 2,Witcher 3,Civilization 6,Terraria","I think so. Dota 2 is the game I have played the most, it's a team game with distinct roles for everyone. So for me, playing my **role** the best I can and trusting others that they will fulfill their part. Also, making sure everyone is aware of their **role** and tasks, if everyone is clear on what they are doing everyone can then contribute. This requires constant communication to keep everyone up to date on the plan or strategy.",CLB-MNG,High Frequency
86,True,7,Most of the time,"Star Wars Battlefront,Dota 2,Witcher 3,Civilization 6,Terraria","I think so. Dota 2 is the game I have played the most, it's a team game with distinct roles for everyone. So for me, playing my role the best I can and trusting others that they will fulfill their part. Also, making sure everyone is aware of their role and tasks, if everyone is clear on what they are doing everyone can then contribute. This requires constant communication to keep everyone up to date on the **plan** or **strategy**.",PRO-STR,High Frequency
86,True,4,Some of the time,"Magic: The Gathering,Old School Runescape,Dark Souls Games,The Legend of Zelda Series,Bethesta Single-Player RPGs","The times I have played team-based games have probably made me a better team player. With video games and especially tabletop games, I notice that diplomacy and conflict resolution play a large role in one's success. I'm a HEMA fencer now, but back when I did a lot of team sports when I was growing up I noticed that I got really good at not idling and reading my teammates quickly in the **heat of the moment**. Games are a simulation at the end of the day, and I believe they have helped work in teams go much more smoothly for me. Conflict in methodology is a surefire way to grind progress to a halt, and setting a good example while listening well to teammates definitely paves the way for success. ",COM-PSR,High Frequency
86,True,4,Some of the time,"Magic: The Gathering,Old School Runescape,Dark Souls Games,The Legend of Zelda Series,Bethesta Single-Player RPGs","The times I have played team-based games have probably made me a better team player. With video games and especially tabletop games, I notice that diplomacy and conflict resolution play a large role in one's success. I'm a HEMA fencer now, but back when I did a lot of team sports when I was growing up I noticed that I got really good at not idling and reading my teammates **quickly** in the heat of the moment. Games are a simulation at the end of the day, and I believe they have helped work in teams go much more smoothly for me. Conflict in methodology is a surefire way to grind progress to a halt, and setting a good example while listening well to teammates definitely paves the way for success. ",COM-EFF,High Frequency
86,True,4,Some of the time,"Magic: The Gathering,Old School Runescape,Dark Souls Games,The Legend of Zelda Series,Bethesta Single-Player RPGs","The times I have played team-based games have probably made me a better team player. With video games and especially tabletop games, I notice that diplomacy and conflict resolution play a large **role** in one's success. I'm a HEMA fencer now, but back when I did a lot of team sports when I was growing up I noticed that I got really good at not idling and reading my teammates quickly in the heat of the moment. Games are a simulation at the end of the day, and I believe they have helped work in teams go much more smoothly for me. Conflict in methodology is a surefire way to grind progress to a halt, and setting a good example while listening well to teammates definitely paves the way for success. ",CLB-MNG,High Frequency
86,True,4,Some of the time,"Magic: The Gathering,Old School Runescape,Dark Souls Games,The Legend of Zelda Series,Bethesta Single-Player RPGs","The times I have played team-based games have probably made me a better team player. With video games and especially tabletop games, I notice that diplomacy and conflict resolution play a large role in one's success. I'm a HEMA fencer now, but back when I did a lot of team sports when I was growing up I noticed that I got really good at not idling and reading my teammates quickly in the heat of the moment. Games are a simulation at the end of the day, and I believe they have helped work in teams go much more smoothly for me. Conflict in **methodology** is a surefire way to grind progress to a halt, and setting a good example while listening well to teammates definitely paves the way for success. ",PRO-STR,High Frequency
86,True,4,Some of the time,"Magic: The Gathering,Old School Runescape,Dark Souls Games,The Legend of Zelda Series,Bethesta Single-Player RPGs","The times I have played team-based games have probably made me a better **team player**. With video games and especially tabletop games, I notice that diplomacy and conflict resolution play a large role in one's success. I'm a HEMA fencer now, but back when I did a lot of team sports when I was growing up I noticed that I got really good at not idling and reading my teammates quickly in the heat of the moment. Games are a simulation at the end of the day, and I believe they have helped work in **teams** go much more smoothly for me. Conflict in methodology is a surefire way to grind progress to a halt, and setting a good example while listening well to teammates definitely paves the way for success. ",INT-GRP,High Frequency
86,True,7,Some of the time,"Civilization 6,Dead by Daylight,Far Cry 4,Skyrim,Tomb Raider","Definitely so. By gaming on a variety of teams and not always knowing the people I'm playing with, I've developed better communication skills that allow me to solve problems with people in real-time, **stressful** situations. It also has allowed me to consider other's perspectives more easily; even when someone doesn't approach a problem the same way I would, I try to understand why they took that course of action. I have also gotten better at adapting to the actions of others and how they may affect the team's progress toward a goal.",COM-PSR,High Frequency
86,True,7,Some of the time,"Civilization 6,Dead by Daylight,Far Cry 4,Skyrim,Tomb Raider","Definitely so. By gaming on a variety of teams and not always knowing the people I'm playing with, I've developed better communication **skills** that allow me to solve problems with people in real-time, stressful situations. It also has allowed me to consider other's perspectives more easily; even when someone doesn't approach a problem the same way I would, I try to understand why they took that course of action. I have also gotten better at adapting to the actions of others and how they may affect the team's progress toward a goal.",CLB-MNG,High Frequency
86,True,7,Some of the time,"Civilization 6,Dead by Daylight,Far Cry 4,Skyrim,Tomb Raider","Definitely so. By gaming on a variety of teams and not always knowing the people I'm playing with, I've developed better communication skills that allow me to **solve problems** with people in real-time, stressful situations. It also has allowed me to consider other's perspectives more easily; even when someone doesn't **approach** a problem the same way I would, I try to understand why they took that course of action. I have also gotten better at adapting to the actions of others and how they may affect the team's progress toward a goal.",PRO-STR,High Frequency
86,True,7,Some of the time,"Civilization 6,Dead by Daylight,Far Cry 4,Skyrim,Tomb Raider","Definitely so. By gaming on a variety of teams and not always knowing the people I'm playing with, I've developed better communication skills that allow me to solve problems with people in real-time, stressful situations. It also has allowed me to consider other's perspectives more easily; even when someone doesn't approach a problem the same way I would, I try to understand why they took that course of action. I have also gotten better at **adapting** to the actions of others and how they may affect the team's progress toward a goal.",PRO-ADP,High Frequency
86,True,7,Some of the time,"Civilization 6,Dead by Daylight,Far Cry 4,Skyrim,Tomb Raider","Definitely so. By gaming on a variety of teams and not always knowing the people I'm playing with, I've developed better communication skills that allow me to solve problems with people in real-time, stressful situations. It also has allowed me to consider other's perspectives more easily; even when someone doesn't approach a problem the same way I would, I try to understand why they took that course of action. I have also gotten better at adapting to the actions of others and how they may affect the team's progress toward a **goal**.",PRO-GOL,High Frequency
86,True,7,Some of the time,"Civilization 6,Dead by Daylight,Far Cry 4,Skyrim,Tomb Raider","Definitely so. By gaming on a variety of **teams** and not always knowing the people I'm playing with, I've developed better communication skills that allow me to solve problems with people in real-time, stressful situations. It also has allowed me to consider other's perspectives more easily; even when someone doesn't approach a problem the same way I would, I try to understand why they took that course of action. I have also gotten better at adapting to the actions of others and how they may affect the team's progress toward a goal.",INT-GRP,High Frequency
87,True,1,Half of the time,"UFC,Fortnite,Madden ,Call of Duty: Black Ops II,NHL","Yes, playing sports games has made me a better team player by teaching me how crucial **collaboration** and communication are for success.",CLB-COP,Low Frequency
87,True,1,Half of the time,"UFC,Fortnite,Madden ,Call of Duty: Black Ops II,NHL","Yes, playing sports games has made me a better **team player** by teaching me how crucial collaboration and communication are for success.",INT-GRP,Low Frequency
88,True,0,Some of the time,"Counter-Strike,Overwatch,Halo 2 & 3,,","Games provide instant feedback during/at the end of rounds which can paint a picture of individual levels of performance and contribution to the overall effort. Many of them require each person to fulfill their **role** in order for your team to win. In this sense, they aid in instructing what the individual must accomplish in order for their team to succeed.",CLB-MNG,Low Frequency
88,True,0,Some of the time,"Counter-Strike,Overwatch,Halo 2 & 3,,","Games provide instant feedback during/at the end of rounds which can paint a picture of individual levels of performance and contribution to the overall effort. Many of them require each person to fulfill their role in order for your team to win. In this sense, they **aid** in instructing what the individual must accomplish in order for their team to succeed.",INT-OTH,Low Frequency
89,True,5,Most of the time,"Ark Survival Evolved,Rainbow 6 Siege,Elden Ring,Terraria,Dead by Daylight","Yes, I am a member of the CSU Competitive Esports club for Rainbow 6 Siege. Being a part of a comp team for a strategic game requires you to learn how to **work as a team** with people you just met. We have practices where we share ideas, and we plan out strategies. I also play a lot of other games with friends that require us to **work together** to complete, like it takes two or overcooked.",CLB-COP,High Frequency
89,True,5,Most of the time,"Ark Survival Evolved,Rainbow 6 Siege,Elden Ring,Terraria,Dead by Daylight","Yes, I am a member of the CSU Competitive Esports club for Rainbow 6 Siege. Being a part of a **comp** team for a strategic game requires you to learn how to work as a team with people you just met. We have practices where we share ideas, and we plan out strategies. I also play a lot of other games with friends that require us to work together to complete, like it takes two or overcooked.",CLB-MNG,High Frequency
89,True,5,Most of the time,"Ark Survival Evolved,Rainbow 6 Siege,Elden Ring,Terraria,Dead by Daylight","Yes, I am a member of the CSU Competitive Esports club for Rainbow 6 Siege. Being a part of a comp team for a **strategic** game requires you to learn how to work as a team with people you just met. We have practices where we share ideas, and we **plan** out strategies. I also play a lot of other games with friends that require us to work together to complete, like it takes two or overcooked.",PRO-STR,High Frequency
89,True,3,Half of the time,"Rainbow Six Siege,GTA V,Rocket League,BTD6,CSGO",It really depends on the game but for the most part yes because you have to **work as a team** to actually win.  This requires good communication as well as focus on what you want to achieve overall. ,CLB-COP,Low Frequency
89,True,2,Half of the time,"CSGO,Valorant ,Mario Kart,Mario Party,Cooking Mama",Gaming can make you a better **team player** only when you are also trying to improve. This is the only way it makes you better as a **team player** because you are thinking about everyone and what they could do to succeed in the game/match.,INT-GRP,Low Frequency
89,True,7,Always,"CSGO,League of Legend,Valorant,baldur's gate 3,Terraria","Yes, It's help me learn that the easiest way to win is to work as **group**.",INT-GRP,High Frequency
89,True,7,Always,"CSGO,League of Legend,Valorant,baldur's gate 3,Terraria","Yes, It's **help** me learn that the easiest way to win is to work as group.",INT-OTH,High Frequency
89,True,7,Half of the time,"Terraria,Minecraft,Celeste,Risk of Rain 2,Neon White",I can learn to play to my **strengths** and how to rely on others to do the tasks I cannot do as well.,CLB-MNG,High Frequency
89,True,2,Some of the time,"Call of duty,Oxygen not Included,Prison Architect,Terraria,Factorio","Sometimes. It depends which team game I play. It can facilitate **effective communication** between teammates, which can be built into a soft skill.",COM-EFF,Low Frequency
90,True,4,Always,"World of Warcraft,Overwatch,Oh Deer,Roblox,God of War",Yes because if I don't **work as a team** I can't accomplish the goal.,CLB-COP,High Frequency
90,True,4,Always,"World of Warcraft,Overwatch,Oh Deer,Roblox,God of War",Yes because if I don't work as a team I can't accomplish the **goal**.,PRO-GOL,High Frequency
90,True,3,Half of the time,"Helldivers,Apex,COD,The Finals,Minecraft","Gaming does make you a better team player. When in a team, you always have to **work together** and rely on each other to get the job done. It helps you understand that you cannot meet an objective without the help of everyone on your team.",CLB-COP,Low Frequency
90,True,3,Half of the time,"Helldivers,Apex,COD,The Finals,Minecraft","Gaming does make you a better team player. When in a team, you always have to work together and rely on each other to get the job done. It helps you understand that you cannot meet an **objective** without the help of everyone on your team.",PRO-GOL,Low Frequency
90,True,3,Half of the time,"Helldivers,Apex,COD,The Finals,Minecraft","Gaming does make you a better **team player**. When in a team, you always have to work together and rely on each other to get the job done. It helps you understand that you cannot meet an objective without the help of everyone on your team.",INT-GRP,Low Frequency
90,True,3,Half of the time,"Helldivers,Apex,COD,The Finals,Minecraft","Gaming does make you a better team player. When in a team, you always have to work together and rely on each other to get the job done. It helps you understand that you cannot meet an objective without the **help** of everyone on your team.",INT-OTH,Low Frequency
90,True,7,Some of the time,"Terraria,League of Legends,Minecraft,Destiny 2,Valorant","Yes, it improves my ability to communicate in **high-pressure** time sensitive situations.",COM-PSR,High Frequency
90,True,4,Some of the time,"Hades,Baldurs Gate 3,Witcher 3,Call of Duty,Minecraft",Sometimes. If I am playing with friends cooperatively I tend to be more **group** focused. If I am playing a team-based game with strangers I tend to be more selfish and do my own thing. So if I can actively communicate with the people I'm playing/working with then yes it makes me a better **team player**.,INT-GRP,High Frequency
90,True,4,Half of the time,"Warframe,War Thunder,Helldivers 2,Halo,Destiny 2","Yes. The game I play most often is a high intensity combat flight simulator where I often fly in a voice or text chat session with wingmen I've never met before. It has helped me learn how to identify what information is relevant to my teammates and share it in a timely manner, how to interact appropriately with stressed individuals who might otherwise hold the team back, and how to **quickly** get along with new people.",COM-EFF,High Frequency
90,True,7,Half of the time,"Rocket League,Sea of Thieves,Injustice,League of Legends,Roblox","Yes, I suppose it improves my communication skills under **pressure** and overall. One gets to meet some interesting people in this hobby. Most games have some sort of common goal that a team has to work toward and communication might be the largest controllable factor that could make or break a team.",COM-PSR,High Frequency
90,True,7,Half of the time,"Rocket League,Sea of Thieves,Injustice,League of Legends,Roblox","Yes, I suppose it improves my communication **skills** under pressure and overall. One gets to meet some interesting people in this hobby. Most games have some sort of common goal that a team has to work toward and communication might be the largest controllable factor that could make or break a team.",CLB-MNG,High Frequency
90,True,7,Half of the time,"Rocket League,Sea of Thieves,Injustice,League of Legends,Roblox","Yes, I suppose it improves my communication skills under pressure and overall. One gets to meet some interesting people in this hobby. Most games have some sort of **common goal** that a team has to work toward and communication might be the largest controllable factor that could make or break a team.",PRO-GOL,High Frequency
90,True,2,Some of the time,"Tetris,Factorio,Peglin,Uncharted,The Last Of Us","While I play limited multiplayer games, the ones I do require **intense** communication, collabortation, and trust. So while I do believe my gaming does make me a better team player, since I often play single player games the effect may be less than others experience.",COM-PSR,Low Frequency
90,True,2,Some of the time,"Tetris,Factorio,Peglin,Uncharted,The Last Of Us","While I play limited multiplayer games, the ones I do require intense communication, collabortation, and **trust**. So while I do believe my gaming does make me a better team player, since I often play single player games the effect may be less than others experience.",CLB-CMR,Low Frequency
90,True,2,Some of the time,"Tetris,Factorio,Peglin,Uncharted,The Last Of Us","While I play limited **multiplayer** games, the ones I do require intense communication, collabortation, and trust. So while I do believe my gaming does make me a better **team player**, since I often play single player games the effect may be less than others experience.",INT-GRP,Low Frequency
90,True,2,Some of the time,"Tetris,Factorio,Peglin,Uncharted,The Last Of Us","While I play limited multiplayer games, the ones I do require intense communication, collabortation, and trust. So while I do believe my gaming does make me a better team player, since I often play **single player** games the effect may be less than others experience.",DEF-SLO,Low Frequency
91,True,2,Half of the time,"Palworld,Valorant,Super Smash Bros,Monster Hunter World,Minecraft",I would say my history of playing games has made me a better team player. Especially growing up playing tactical FPS games where working as a team in competitive systems was necessary to succeed. It also helps that often you are placed into a lobby with completely random people and must **quickly** learn how to adapt to their playstyles to be more successful.,COM-EFF,Low Frequency
91,True,2,Half of the time,"Palworld,Valorant,Super Smash Bros,Monster Hunter World,Minecraft",I would say my history of playing games has made me a better team player. Especially growing up playing tactical FPS games where **working as a team** in competitive systems was necessary to succeed. It also helps that often you are placed into a lobby with completely random people and must quickly learn how to adapt to their playstyles to be more successful.,CLB-COP,Low Frequency
91,True,2,Half of the time,"Palworld,Valorant,Super Smash Bros,Monster Hunter World,Minecraft",I would say my history of playing games has made me a better team player. Especially growing up playing **tactical** FPS games where working as a team in competitive systems was necessary to succeed. It also helps that often you are placed into a lobby with completely random people and must quickly learn how to adapt to their playstyles to be more successful.,PRO-STR,Low Frequency
91,True,2,Half of the time,"Palworld,Valorant,Super Smash Bros,Monster Hunter World,Minecraft",I would say my history of playing games has made me a better team player. Especially growing up playing tactical FPS games where working as a team in competitive systems was necessary to succeed. It also helps that often you are placed into a lobby with completely random people and must quickly learn how to **adapt to** their playstyles to be more successful.,PRO-ADP,Low Frequency
91,True,2,Half of the time,"Palworld,Valorant,Super Smash Bros,Monster Hunter World,Minecraft",I would say my history of playing games has made me a better **team player**. Especially growing up playing tactical FPS games where working as a team in competitive systems was necessary to succeed. It also helps that often you are placed into a lobby with completely random people and must quickly learn how to adapt to their playstyles to be more successful.,INT-GRP,Low Frequency
91,True,2,Half of the time,"Palworld,Valorant,Super Smash Bros,Monster Hunter World,Minecraft",I would say my history of playing games has made me a better team player. Especially growing up playing tactical FPS games where working as a team in competitive systems was necessary to succeed. It also helps that often you are placed into a lobby with completely random people and must quickly learn how to adapt to their **playstyles** to be more successful.,DEF-IRR,Low Frequency
91,True,4,Always,"THE FINALS,rocket league,fortnite,Call of duty,NBA 2K",I feel it does. It helps with your communication with others because you have to talk in a direct and **concise** manner.,COM-EFF,High Frequency
91,True,4,Always,"THE FINALS,rocket league,fortnite,Call of duty,NBA 2K",I feel it does. It helps with your communication with others because you have to talk in a **direct** and concise manner.,COM-CLR,High Frequency
91,True,7,Most of the time,"valorant,Destiny 2,Elden Ring,Fifa,Baldurs Gate 3",Yes I believe it does make me a team player considering that most of the games that I play are team-based games that require me to **coordinate** at a high level to win games. ,CLB-COP,High Frequency
91,True,7,Most of the time,"valorant,Destiny 2,Elden Ring,Fifa,Baldurs Gate 3",Yes I believe it does make me a **team player** considering that most of the games that I play are team-based games that require me to coordinate at a high level to win games. ,INT-GRP,High Frequency
91,True,2,Most of the time,"Valorant,Rocket League,Dark and Darker,Minecraft,Misc", I believe certain gaming environments lend themselves well to communication and teamwork. Many of the games I play are exclusively competitive team based games. Based on this I believe that through communication and constant work within a team environment has improved my **skills** as a team player,CLB-MNG,Low Frequency
91,True,2,Most of the time,"Valorant,Rocket League,Dark and Darker,Minecraft,Misc", I believe certain gaming environments lend themselves well to communication and **teamwork**. Many of the games I play are exclusively competitive **team based games**. Based on this I believe that through communication and constant work within a **team environment** has improved my skills as a **team player**,INT-GRP,Low Frequency
91,True,1,Some of the time,"Fortnite,terraria,Minecraft,cities skyline,clash of clans",yes occasionally as communication gets better,UNCODED,Low Frequency
91,True,6,Some of the time,"Satisfactory,Minecraft,Hollow Knight,Celeste,Deep Rock Galactic","I would say so, especially in games like Stardew Valley where your farming plot space is limited, and you must **plan** with your co-op members on where everything needs to go. The same goes for Satisfactory, a factory building game where if playing multiplayer, resource management and factory **planning** goes a long ways into making the game bearable.",PRO-STR,High Frequency
91,True,6,Some of the time,"Satisfactory,Minecraft,Hollow Knight,Celeste,Deep Rock Galactic","I would say so, especially in games like Stardew Valley where your farming plot space is limited, and you must plan with your **co-op** members on where everything needs to go. The same goes for Satisfactory, a factory building game where if playing **multiplayer**, resource management and factory planning goes a long ways into making the game bearable.",INT-GRP,High Frequency
91,True,2,Some of the time,"Halo,Chivalry,Dishonored 2,Half Life Alyx,Detroit Become Human",Not sure I could say it does as I primarily play **single player** and narrative driven games.,DEF-SLO,Low Frequency
91,True,4,Always,"Minecraft,Fortnite,Cult of the lamb,Animal crossing,Jackbox games",Gaming makes you a better team player because it make you understand the importance of communication being **quick** and timely,COM-EFF,High Frequency
91,True,4,Always,"Minecraft,Fortnite,Cult of the lamb,Animal crossing,Jackbox games",Gaming makes you a better **team player** because it make you understand the importance of communication being quick and timely,INT-GRP,High Frequency
91,True,2,Half of the time,"Minecraft,League of Legends,CS-GO,Escape from Tarkov,Overwatch","It does, especially the main game I play it is a very team oriented game. I was on the high school esports team and won a state championship in League of Legends. Playing as a team was the most important aspect of this.",UNCODED,Low Frequency
92,True,3,Most of the time,"Counter-Strike 2,League of Legends,Valorant,War Thunder,Don't Starve Together","My gaming **skills** make me a better team player large part due to the games I play being multiplayer and team based. Games likes LoL and CS2 require a good amount of team communication, awareness and individual roles. While games like War thunder require slow paced teamplay and strategy, others such as Don't Starve Together require resource management and long term planning within a group setting.",CLB-MNG,Low Frequency
92,True,3,Most of the time,"Counter-Strike 2,League of Legends,Valorant,War Thunder,Don't Starve Together","My gaming skills make me a better team player large part due to the games I play being multiplayer and team based. Games likes LoL and CS2 require a good amount of team communication, awareness and individual roles. While games like War thunder require slow paced teamplay and **strategy**, others such as Don't Starve Together require resource management and long term **planning** within a group setting.",PRO-STR,Low Frequency
92,True,3,Most of the time,"Counter-Strike 2,League of Legends,Valorant,War Thunder,Don't Starve Together","My gaming skills make me a better **team player** large part due to the games I play being **multiplayer** and team based. Games likes LoL and CS2 require a good amount of team communication, awareness and individual roles. While games like War thunder require slow paced teamplay and strategy, others such as Don't Starve Together require resource management and long term planning within a **group** setting.",INT-GRP,Low Frequency
92,True,3,Most of the time,"Counter-Strike 2,League of Legends,Valorant,War Thunder,Don't Starve Together","My gaming skills make me a better team player large part due to the games I play being multiplayer and team based. Games likes LoL and CS2 require a good amount of team communication, **awareness** and individual roles. While games like War thunder require slow paced teamplay and strategy, others such as Don't Starve Together require resource management and long term planning within a group setting.",INT-AWR,Low Frequency
92,True,3,Some of the time,"elden ring,warframe,sekiro,rust,destiny 2","Yes, as it gives me a chance to talk through problems or situations with others",UNCODED,Low Frequency
92,True,3,Half of the time,"Legend of Zelda: BoTW & ToTK ,Call of Duty Mobile,Skyrim,,","Recently, I started playing Call of Duty with friends and I think it has helped me become a better team player. We all come together to try to win and sometimes we fall **short** of our goals. Some nights I feel off and feel as if I am not contributing/playing badly, and other nights my other friends feel the same way. Since we are working together as a team, I feel like patience is really important and communication regarding our strategy and positions helps us succeed more often than not. Listening and hearing each other out regarding what we should do next is also important. Even if I originally do not think that someone has a good idea, it may turn out to be a great one. But I would never have known if we didn't try. ",COM-EFF,Low Frequency
92,True,3,Half of the time,"Legend of Zelda: BoTW & ToTK ,Call of Duty Mobile,Skyrim,,","Recently, I started playing Call of Duty with friends and I think it has helped me become a better team player. We all come together to try to win and sometimes we fall short of our goals. Some nights I feel off and feel as if I am not contributing/playing badly, and other nights my other friends feel the same way. Since we are **working together** as a team, I feel like patience is really important and communication regarding our strategy and positions helps us succeed more often than not. Listening and hearing each other out regarding what we should do next is also important. Even if I originally do not think that someone has a good idea, it may turn out to be a great one. But I would never have known if we didn't try. ",CLB-COP,Low Frequency
92,True,3,Half of the time,"Legend of Zelda: BoTW & ToTK ,Call of Duty Mobile,Skyrim,,","Recently, I started playing Call of Duty with friends and I think it has helped me become a better team player. We all come together to try to win and sometimes we fall short of our goals. Some nights I feel off and feel as if I am not contributing/playing badly, and other nights my other friends feel the same way. Since we are working together as a team, I feel like patience is really important and communication regarding our **strategy** and positions helps us succeed more often than not. Listening and hearing each other out regarding what we should do next is also important. Even if I originally do not think that someone has a good idea, it may turn out to be a great one. But I would never have known if we didn't try. ",PRO-STR,Low Frequency
