final score,gamer?,game days / week,team frequency,top 5 games,games essay,CODE,Gamer Group
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better **team player**. This is because I have to learn how to cooperate with others to accomplish a common goal with voice chat or not. Most times I do have a select **group** of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what role you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to revive each other and know how to use your revive token, and allowing for everyone to voice concerns when one is confused or just needs help. 

Raids can be a little stressful for me since there's a tendency of everyone speaking over each other which could lead to frustration, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a **team player** in the long run. ",INT-GRP,High Frequency
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better team player. This is because I have to learn how to cooperate with others to accomplish a common goal with voice chat or not. Most times I do have a select group of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what role you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to **revive** each other and know how to use your **revive** token, and allowing for everyone to voice concerns when one is confused or just needs **help**. 

Raids can be a little stressful for me since there's a tendency of everyone speaking over each other which could lead to frustration, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a team player in the long run. ",INT-OTH,High Frequency
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better team player. This is because I have to learn how to cooperate with others to accomplish a common goal with voice chat or not. Most times I do have a select group of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what role you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to revive each other and know how to use your revive token, and allowing for everyone to voice concerns when one is confused or just needs help. 

Raids can be a little stressful for me since there's a tendency of everyone speaking over each other which could lead to **frustration**, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a team player in the long run. ",DEF-IRR,High Frequency
93,True,1.0,Some of the time,"Sims,Minecraft,Toram Online,No Man Sky,Muck","When I play in a team, yes. We at the start try and figure out what each member should be doing and what the plan is long term for the team. In Minecraft, for example, me and a buddy split up who was in charge of gathering materials and who was in charge of building and processing the materials. That helps us get through the game faster, because we both communicated what the other needed **clearly** and when we got stuck or confused on where an item was the other one either knew where it was stored or would help look for it.",COM-CLR,Low Frequency
93,True,1.0,Some of the time,"Sims,Minecraft,Toram Online,No Man Sky,Muck","When I play in a team, yes. We at the start try and figure out what each member should be doing and what the **plan** is long term for the team. In Minecraft, for example, me and a buddy split up who was in charge of gathering materials and who was in charge of building and processing the materials. That helps us get through the game faster, because we both communicated what the other needed clearly and when we got stuck or confused on where an item was the other one either knew where it was stored or would help look for it.",PRO-STR,Low Frequency
93,True,1.0,Some of the time,"Sims,Minecraft,Toram Online,No Man Sky,Muck","When I play in a team, yes. We at the start try and figure out what each member should be doing and what the plan is long term for the team. In Minecraft, for example, me and a buddy split up who was in charge of gathering materials and who was in charge of building and processing the materials. That helps us get through the game faster, because we both communicated what the other needed clearly and when we got stuck or confused on where an item was the other one either knew where it was stored or would **help** look for it.",INT-OTH,Low Frequency
93,True,1.0,Half of the time,"Stardew Valley,Northgard,Animal Crossing,Monster Hunter World,League of Legends","Yes. Team based games require proper **cooperative** skills in order to effectively and consistently win matches. Games like league of legends rely entirely on your teamwork and the **cooperation** of your teammates in order to win a game. If one player rages or throws the game, then the game is practically lost unless the remaining 4 can **work together** and properly compensate for their missing link. Playing these games teaches you how to communicate, make personal sacrifices for the greater good of your team, and handle teammates that are less than ideal.",CLB-COP,Low Frequency
93,True,1.0,Half of the time,"Stardew Valley,Northgard,Animal Crossing,Monster Hunter World,League of Legends","Yes. Team based games require proper cooperative **skills** in order to effectively and consistently win matches. Games like league of legends rely entirely on your teamwork and the cooperation of your teammates in order to win a game. If one player rages or throws the game, then the game is practically lost unless the remaining 4 can work together and properly compensate for their missing link. Playing these games teaches you how to communicate, make personal sacrifices for the greater good of your team, and handle teammates that are less than ideal.",CLB-MNG,Low Frequency
93,True,1.0,Half of the time,"Stardew Valley,Northgard,Animal Crossing,Monster Hunter World,League of Legends","Yes. **Team based games** require proper cooperative skills in order to effectively and consistently win matches. Games like league of legends rely entirely on your **teamwork** and the cooperation of your teammates in order to win a game. If one player rages or throws the game, then the game is practically lost unless the remaining 4 can work together and properly compensate for their missing link. Playing these games teaches you how to communicate, make personal sacrifices for the greater good of your team, and handle teammates that are less than ideal.",INT-GRP,Low Frequency
93,True,3.0,Some of the time,"Spider-Man PS5: Remastered,Destiny 2,Minecraft,Red Dead Redemption II,Batman Arkham Knight","Absolutely! Gaming especially in a team makes me a much better team player. And a competitive, Matt, to beat the enemy team. You have to be smart and work with your teammates to think of new strategies to outsmart the other players. After years of doing this, I think I'm much better thinking outside the box and working with new people to complete the **objective**. ",PRO-GOL,Low Frequency
93,True,3.0,Some of the time,"Spider-Man PS5: Remastered,Destiny 2,Minecraft,Red Dead Redemption II,Batman Arkham Knight","Absolutely! Gaming especially in a team makes me a much better **team player**. And a competitive, Matt, to beat the enemy team. You have to be smart and work with your teammates to think of new strategies to outsmart the other players. After years of doing this, I think I'm much better thinking outside the box and working with new people to complete the objective. ",INT-GRP,Low Frequency
93,True,5.0,Most of the time,"Minecraft Dungeons,Call of Duty Modern Warfare 2,Rocket League,Chivalry 2,High on Life",I think that gaming does make you a better team player. A lot of gaming involves **quick** and detailed communication whether it be the position of enemies or the ball. It also improves socialization as often you are working in a team with someone you don't know or just met online.,COM-EFF,High Frequency
93,True,5.0,Most of the time,"Minecraft Dungeons,Call of Duty Modern Warfare 2,Rocket League,Chivalry 2,High on Life",I think that gaming does make you a better **team player**. A lot of gaming involves quick and detailed communication whether it be the position of enemies or the ball. It also improves socialization as often you are working in a team with someone you don't know or just met online.,INT-GRP,High Frequency
93,True,3.0,Most of the time,"Minecraft,Overwatch,Call Of Duty,,",I think in some ways it does because it teaches you how to communicate in a a very **fast** paced environment. ,COM-EFF,Low Frequency
93,True,7.0,Some of the time,"Btd 6,Minecraft,Overwatch 2,Factorio,League of Legends","I believe gaming does make me a somewhat better team player. In competitive multiplayer games it is usually impossible, or at least incredibly difficult, to ""carry"" a game alone. I am usually able to recognize my role on a team in a game, whether I am a major component, supporting my teammates, or just generally being as useful as I can even if I'm not doing particularly well. I'm also typically very good at recognizing my mistakes in a team, and usually try to identify mistakes in my own plays rather than **quickly** defaulting to blaming my teammates.",COM-EFF,High Frequency
93,True,7.0,Some of the time,"Btd 6,Minecraft,Overwatch 2,Factorio,League of Legends","I believe gaming does make me a somewhat better team player. In competitive multiplayer games it is usually impossible, or at least incredibly difficult, to ""carry"" a game alone. I am usually able to recognize my **role** on a team in a game, whether I am a major component, supporting my teammates, or just generally being as useful as I can even if I'm not doing particularly well. I'm also typically very good at recognizing my mistakes in a team, and usually try to identify mistakes in my own plays rather than quickly defaulting to blaming my teammates.",CLB-MNG,High Frequency
93,True,7.0,Some of the time,"Btd 6,Minecraft,Overwatch 2,Factorio,League of Legends","I believe gaming does make me a somewhat better **team player**. In competitive **multiplayer** games it is usually impossible, or at least incredibly difficult, to ""carry"" a game alone. I am usually able to recognize my role on a team in a game, whether I am a major component, supporting my teammates, or just generally being as useful as I can even if I'm not doing particularly well. I'm also typically very good at recognizing my mistakes in a team, and usually try to identify mistakes in my own plays rather than quickly defaulting to blaming my teammates.",INT-GRP,High Frequency
93,True,7.0,Some of the time,"Btd 6,Minecraft,Overwatch 2,Factorio,League of Legends","I believe gaming does make me a somewhat better team player. In competitive multiplayer games it is usually impossible, or at least incredibly difficult, to ""carry"" a game alone. I am usually able to recognize my role on a team in a game, whether I am a major component, supporting my teammates, or just generally being as useful as I can even if I'm not doing particularly well. I'm also typically very good at recognizing my **mistakes** in a team, and usually try to identify **mistakes** in my own plays rather than quickly defaulting to blaming my teammates.",INT-VUL,High Frequency
93,True,7.0,Some of the time,"Btd 6,Minecraft,Overwatch 2,Factorio,League of Legends","I believe gaming does make me a somewhat better team player. In competitive multiplayer games it is usually impossible, or at least incredibly difficult, to ""carry"" a game **alone**. I am usually able to recognize my role on a team in a game, whether I am a major component, supporting my teammates, or just generally being as useful as I can even if I'm not doing particularly well. I'm also typically very good at recognizing my mistakes in a team, and usually try to identify mistakes in my own plays rather than quickly defaulting to blaming my teammates.",DEF-SLO,High Frequency
93,True,7.0,Some of the time,"Btd 6,Minecraft,Overwatch 2,Factorio,League of Legends","I believe gaming does make me a somewhat better team player. In competitive multiplayer games it is usually impossible, or at least incredibly difficult, to ""carry"" a game alone. I am usually able to recognize my role on a team in a game, whether I am a major component, supporting my teammates, or just generally being as useful as I can even if I'm not doing particularly well. I'm also typically very good at recognizing my **mistakes** in a team, and usually try to identify **mistakes** in my own plays rather than quickly defaulting to blaming my teammates.",DEF-IRR,High Frequency
93,True,6.0,Some of the time,"Dwarf Fortress,Dark Souls,Super Smash Brothers,Hunt: Showdown,Hollow Knight","I think it has the potential to. I often play single-player games, but when I play with friends, we **work together** to do our best. In Hunt: Showdown, for example, my aiming abilities aren't usually on par with my friends, so I try to engage enemies up close, letting my teammates fire at them from further away. We work to cover each others' weaknesses, which is great for teamplay.",CLB-COP,High Frequency
93,True,6.0,Some of the time,"Dwarf Fortress,Dark Souls,Super Smash Brothers,Hunt: Showdown,Hollow Knight","I think it has the potential to. I often play single-player games, but when I play with friends, we work together to do our best. In Hunt: Showdown, for example, my aiming **abilities** aren't usually on par with my friends, so I try to engage enemies up close, letting my teammates fire at them from further away. We work to cover each others' weaknesses, which is great for teamplay.",CLB-MNG,High Frequency
93,True,6.0,Some of the time,"Dwarf Fortress,Dark Souls,Super Smash Brothers,Hunt: Showdown,Hollow Knight","I think it has the potential to. I often play **single-player** games, but when I play with friends, we work together to do our best. In Hunt: Showdown, for example, my aiming abilities aren't usually on par with my friends, so I try to engage enemies up close, letting my teammates fire at them from further away. We work to cover each others' weaknesses, which is great for teamplay.",DEF-SLO,High Frequency
94,True,7.0,Most of the time,"Sekiro,Valorant,Aim Training,7 days to die,League of Legends","Yes, you learn that despite your efforts reliance on others is necissary. I believe it also teaches you that much like in life you will have to make decisions that you are not 100% certain of all variables involved. Sometimes this will lead to not only you, but your teammates suffering, but acknowledging that and moving forward despite hardship allows for a stronger team and a better learning enviornment. In some (more competitive games) you can choose to learn accountability from it as well. We all make **mistakes**, but minimizing the consequence to those around you alongside growing and learning from them make a world of difference.",INT-VUL,High Frequency
94,True,7.0,Most of the time,"Sekiro,Valorant,Aim Training,7 days to die,League of Legends","Yes, you learn that despite your efforts reliance on others is necissary. I believe it also teaches you that much like in life you will have to make decisions that you are not 100% certain of all variables involved. Sometimes this will lead to not only you, but your teammates suffering, but acknowledging that and moving forward despite hardship allows for a stronger team and a better learning enviornment. In some (more competitive games) you can choose to learn accountability from it as well. We all make **mistakes**, but minimizing the consequence to those around you alongside growing and learning from them make a world of difference.",DEF-IRR,High Frequency
94,True,2.0,Never,"The Witcher 3 ,BG3,Skyrim,Rimworld,TWW3","I don’t think it does, I typically play fantasy **single player** rpg’s",DEF-SLO,Low Frequency
94,True,3.0,Some of the time,"Horizon Zero Dawn,Genshin Impact,Baldur's Gate 3,Cities Skylines,Satisfactory","Since I play mostly single-player games designed for the individual's experience, I don't really see how my gaming experience sets me up to be a better team player. I can see why other people with experience playing online multiplayer games such as Valorant and Overwatch can be better team players because they're usually split into teams in which they **work together** to achieve some sort of goal (e.g. capture the flag, base defense, etc.).",CLB-COP,Low Frequency
94,True,3.0,Some of the time,"Horizon Zero Dawn,Genshin Impact,Baldur's Gate 3,Cities Skylines,Satisfactory","Since I play mostly single-player games designed for the individual's experience, I don't really see how my gaming experience sets me up to be a better team player. I can see why other people with experience playing online multiplayer games such as Valorant and Overwatch can be better team players because they're usually split into teams in which they work together to achieve some sort of **goal** (e.g. capture the flag, base defense, etc.).",PRO-GOL,Low Frequency
94,True,3.0,Some of the time,"Horizon Zero Dawn,Genshin Impact,Baldur's Gate 3,Cities Skylines,Satisfactory","Since I play mostly single-player games designed for the individual's experience, I don't really see how my gaming experience sets me up to be a better **team player**. I can see why other people with experience playing online **multiplayer** games such as Valorant and Overwatch can be better **team player**s because they're usually split into **teams** in which they work together to achieve some sort of goal (e.g. capture the flag, base defense, etc.).",INT-GRP,Low Frequency
94,True,3.0,Some of the time,"Horizon Zero Dawn,Genshin Impact,Baldur's Gate 3,Cities Skylines,Satisfactory","Since I play mostly **single-player** games designed for the individual's experience, I don't really see how my gaming experience sets me up to be a better team player. I can see why other people with experience playing online multiplayer games such as Valorant and Overwatch can be better team players because they're usually split into teams in which they work together to achieve some sort of goal (e.g. capture the flag, base defense, etc.).",DEF-SLO,Low Frequency
94,True,4.0,Half of the time,"Tetris,CIty Skylines,Halo,Stardew Valley,Overcooked","I think so. I play many games where communication and teamwork is very important. There is a shared focused and **objective** among players, but it cannot be achieved if not everyone does their share. ",PRO-GOL,High Frequency
94,True,4.0,Half of the time,"Tetris,CIty Skylines,Halo,Stardew Valley,Overcooked","I think so. I play many games where communication and **teamwork** is very important. There is a shared focused and objective among players, but it cannot be achieved if not everyone does their share. ",INT-GRP,High Frequency
94,True,7.0,Some of the time,"Rocket League,BTD6,Survival Games,Pokemon,Old TTRPG Games","It can yes. It forces me to pay attention too my teammates and their decisions so that I can react accordingly, helping to lead us to success.",UNCODED,High Frequency
95,True,7.0,Never,"Chess,Dislyte,Left 4 Dead 2,Clash of Clans,Pokémon GO","No, because I usually play **alone**.",DEF-SLO,High Frequency
95,True,4.0,Half of the time,"Elden Ring,Super Smash Bros. Ultimate,Dwarf Fortress,Team Fortress 2,Red Dead Redemption 2","Absolutely! Being able to communicate and **cooperate** with teammates and provide valuable information necessary to win a match is incredibly valuable, and I have plenty of experience in such scenarios.",CLB-COP,High Frequency
95,True,3.0,Most of the time,"Warzone 2,Destiny 2,The Forest,Minecraft,Halo",Of course. One too many times we had to forfeit a round because a player wasn't supporting (reviving) other players and then we'd all die and have to start over. By working with other players you tend to advance further in the game than if you were **solo**. ,DEF-SLO,Low Frequency
95,False,1.0,Some of the time,"Guns of Icarus,Rocket League,Assassin's Creed: Black Flag,Call of Duty: Black Ops 2,Far Cry 3","I am by no means a gamer, so this is likely less relevant to me. With that said, games like Rocket League and Guns of Icarus (as well as call of duty, to some extent) put you in a team of people you do not know and ask the players to create and execute strategies with these unknown people. That aspect of gaming likely makes me a better team member.",UNCODED,Low Frequency
95,True,3.0,Some of the time,"Elden Ring,Dark Souls 1/2/3,Terraria,Call of Duty,Death Stranding","Depending on the game, yes. Recently I have been playing a lot of Call of Duty Warzone 2, which is a battle royale game that requires constant teamwork, and I would say it has made me a better team-player. The game requires a lot of communication if you want to be successful. You have to be calling-out precise locations of enemies frequently and strategizing with your teammates. I can get very stressed out when Warzone gets **intense**, and I have to make sure to keep my cool so as to not drag down the performance of everyone else. Also, when a teammate dies, you have the option to spend a lot of your cash on ""buying them back,"" which I often prioritize over buying better equipment because it is easy to ganged-up on by other teams when you don't have all of your friends with you.",COM-PSR,Low Frequency
95,True,3.0,Some of the time,"Elden Ring,Dark Souls 1/2/3,Terraria,Call of Duty,Death Stranding","Depending on the game, yes. Recently I have been playing a lot of Call of Duty Warzone 2, which is a battle royale game that requires constant teamwork, and I would say it has made me a better team-player. The game requires a lot of communication if you want to be successful. You have to be calling-out **precise** locations of enemies frequently and strategizing with your teammates. I can get very stressed out when Warzone gets intense, and I have to make sure to keep my cool so as to not drag down the performance of everyone else. Also, when a teammate dies, you have the option to spend a lot of your cash on ""buying them back,"" which I often prioritize over buying better equipment because it is easy to ganged-up on by other teams when you don't have all of your friends with you.",COM-CLR,Low Frequency
95,True,3.0,Some of the time,"Elden Ring,Dark Souls 1/2/3,Terraria,Call of Duty,Death Stranding","Depending on the game, yes. Recently I have been playing a lot of Call of Duty Warzone 2, which is a battle royale game that requires constant teamwork, and I would say it has made me a better team-player. The game requires a lot of communication if you want to be successful. You have to be calling-out precise locations of enemies frequently and **strategizing** with your teammates. I can get very stressed out when Warzone gets intense, and I have to make sure to keep my cool so as to not drag down the performance of everyone else. Also, when a teammate dies, you have the option to spend a lot of your cash on ""buying them back,"" which I often prioritize over buying better equipment because it is easy to ganged-up on by other teams when you don't have all of your friends with you.",PRO-STR,Low Frequency
95,True,3.0,Some of the time,"Elden Ring,Dark Souls 1/2/3,Terraria,Call of Duty,Death Stranding","Depending on the game, yes. Recently I have been playing a lot of Call of Duty Warzone 2, which is a battle royale game that requires constant **teamwork**, and I would say it has made me a better team-player. The game requires a lot of communication if you want to be successful. You have to be calling-out precise locations of enemies frequently and strategizing with your teammates. I can get very stressed out when Warzone gets intense, and I have to make sure to keep my cool so as to not drag down the performance of everyone else. Also, when a teammate dies, you have the option to spend a lot of your cash on ""buying them back,"" which I often prioritize over buying better equipment because it is easy to ganged-up on by other **teams** when you don't have all of your friends with you.",INT-GRP,Low Frequency
95,True,3.0,Some of the time,"Elden Ring,Dark Souls 1/2/3,Terraria,Call of Duty,Death Stranding","Depending on the game, yes. Recently I have been playing a lot of Call of Duty Warzone 2, which is a battle royale game that requires constant teamwork, and I would say it has made me a better team-player. The game requires a lot of communication if you want to be successful. You have to be calling-out precise locations of enemies frequently and strategizing with your teammates. I can get very stressed out when Warzone gets intense, and I have to make sure to keep my cool so as to not **drag down** the performance of everyone else. Also, when a teammate dies, you have the option to spend a lot of your cash on ""buying them back,"" which I often prioritize over buying better equipment because it is easy to ganged-up on by other teams when you don't have all of your friends with you.",SEF-DTR,Low Frequency
95,True,1.0,Most of the time,"Sea of Thieves,Overwatch 2,Smash Ultimate,Europa Universalis IV,Minecraft",I do not think it does. I don't play video games frequently enough for it to make a difference.,UNCODED,Low Frequency
95,True,5.0,Some of the time,"Dwarf Fortress,Final Fantasy 14,Fortnite,God of War: Ragnarok,Mysteries Under Lake Ophelia","I think gaming has definitely increased my ability to communicate in a team setting and converse about what course of action is best. I think it has also showed me that when there is a common goal it is important to maintain common understandings to help the team achieve the goal. I've also learned that call-outs are really helpful, and that is it important to maintain a shared vernacular to understand what people mean when they make **quick** remarks.",COM-EFF,High Frequency
95,True,5.0,Some of the time,"Dwarf Fortress,Final Fantasy 14,Fortnite,God of War: Ragnarok,Mysteries Under Lake Ophelia","I think gaming has definitely increased my ability to communicate in a team setting and converse about what course of action is best. I think it has also showed me that when there is a **common goal** it is important to maintain common understandings to help the team achieve the **goal**. I've also learned that call-outs are really helpful, and that is it important to maintain a shared vernacular to understand what people mean when they make quick remarks.",PRO-GOL,High Frequency
95,True,5.0,Some of the time,"Dwarf Fortress,Final Fantasy 14,Fortnite,God of War: Ragnarok,Mysteries Under Lake Ophelia","I think gaming has definitely increased my ability to communicate in a team setting and converse about what course of action is best. I think it has also showed me that when there is a common goal it is important to maintain common understandings to **help** the team achieve the goal. I've also learned that call-outs are really helpful, and that is it important to maintain a shared vernacular to understand what people mean when they make quick remarks.",INT-OTH,High Frequency
95,True,5.0,Some of the time,"Dwarf Fortress,Final Fantasy 14,Fortnite,God of War: Ragnarok,Mysteries Under Lake Ophelia","I think gaming has definitely increased my ability to communicate in a team setting and converse about what course of action is best. I think it has also showed me that when there is a common goal it is important to maintain common understandings to help the team achieve the goal. I've also learned that call-outs are really helpful, and that is it important to maintain a shared vernacular to understand what people **mean** when they make quick remarks.",DEF-ISO,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to **effectively communicate** in the game-specific jargon and coordinate better to reach whatever goal we’re playing for.  It has taught me specific skills like patience, communication, effective task allocation, and decision making.",COM-EFF,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-**specific** jargon and coordinate better to reach whatever goal we’re playing for.  It has taught me **specific** skills like patience, communication, effective task allocation, and decision making.",COM-CLR,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-specific jargon and **coordinate** better to reach whatever goal we’re playing for.  It has taught me specific skills like patience, communication, effective task allocation, and decision making.",CLB-COP,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-specific jargon and coordinate better to reach whatever goal we’re playing for.  It has taught me specific **skills** like patience, communication, effective task allocation, and decision making.",CLB-MNG,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-specific jargon and coordinate better to reach whatever **goal** we’re playing for.  It has taught me specific skills like patience, communication, effective task allocation, and decision making.",PRO-GOL,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better **team player** because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-specific jargon and coordinate better to reach whatever goal we’re playing for.  It has taught me specific skills like patience, communication, effective task allocation, and decision making.",INT-GRP,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing solo but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-specific jargon and coordinate better to reach whatever goal we’re playing for.  It has taught me specific skills like **patience**, communication, effective task allocation, and decision making.",INT-PAT,High Frequency
95,True,4.0,Some of the time,"Elden Ring,Star Citizen,Terraria,No Man’s Sky,Sea of Thieves","My gaming makes me a better team player because I get practice with game controls and mechanics playing **solo** but I learn strategies, tips, tricks, and teamworks essentials when playing with other people.  I learn to effectively communicate in the game-specific jargon and coordinate better to reach whatever goal we’re playing for.  It has taught me specific skills like patience, communication, effective task allocation, and decision making.",DEF-SLO,High Frequency
96,True,6.0,Half of the time,"Hearts of Iron 4,Squad,Roblox,Team Fortress 2,Minecraft","I like to play **support** roles.  It is in my nature **assist** my team in whatever way possible.  I often switch between roles depending on necessity.  I like to keep tabs on the greater situation, using it in combination with locally relevant information to formulate my next move.  This makes me very amenable to jumping to and from semi-related tasks at the beginning, middle, or end of completion.  I tend to do what is asked or what is needed.  I like to be able to be relied upon.",INT-OTH,High Frequency
96,True,7.0,Some of the time,"Xenoblade Chronicles,Super Smash Bros Ultimate,The Legend of Zelda: Breath of the Wild,Rocket League,Dragonball Fighterz","I do not necessarily think that I have enough experience gaming in **teams** to be able to tell for myself.  However, it does make me aware of roles that I am best suited for.  Additionally, I played Little League Baseball, and that is where I got most of my team experience from.",INT-GRP,High Frequency
96,True,6.0,Some of the time,"God Of War Ragnarok,StarCraft 2,Chess,Risk,Deep Rock Galactic","I think that gaming has made me a better team player because it has improved my communication skills. Planning strategies particularly in StarCraft 2 is very important to the game as having a coherent game plan makes all actions better for your team. This has forced me to strategize with others, listen to other peoples plans and opinions, and compromise to find what is best for the team. Furthermore, I think that gaming has improved my ability to communicate articulately while under **stress** particularly while playing **intense** games which makes me a stronger team player overall.",COM-PSR,High Frequency
96,True,6.0,Some of the time,"God Of War Ragnarok,StarCraft 2,Chess,Risk,Deep Rock Galactic","I think that gaming has made me a better team player because it has improved my communication **skills**. Planning strategies particularly in StarCraft 2 is very important to the game as having a coherent game plan makes all actions better for your team. This has forced me to strategize with others, listen to other peoples plans and opinions, and compromise to find what is best for the team. Furthermore, I think that gaming has improved my ability to communicate articulately while under stress particularly while playing intense games which makes me a stronger team player overall.",CLB-MNG,High Frequency
96,True,6.0,Some of the time,"God Of War Ragnarok,StarCraft 2,Chess,Risk,Deep Rock Galactic","I think that gaming has made me a better team player because it has improved my communication skills. **Planning** strategies particularly in StarCraft 2 is very important to the game as having a coherent **game plan** makes all actions better for your team. This has forced me to **strategize** with others, listen to other peoples plans and opinions, and compromise to find what is best for the team. Furthermore, I think that gaming has improved my ability to communicate articulately while under stress particularly while playing intense games which makes me a stronger team player overall.",PRO-STR,High Frequency
96,True,6.0,Some of the time,"God Of War Ragnarok,StarCraft 2,Chess,Risk,Deep Rock Galactic","I think that gaming has made me a better **team player** because it has improved my communication skills. Planning strategies particularly in StarCraft 2 is very important to the game as having a coherent game plan makes all actions better for your team. This has forced me to strategize with others, listen to other peoples plans and opinions, and compromise to find what is best for the team. Furthermore, I think that gaming has improved my ability to communicate articulately while under stress particularly while playing intense games which makes me a stronger **team player** overall.",INT-GRP,High Frequency
96,True,2.0,Some of the time,"Skyrim,Age of Empires 3,The Sims 3,Super Smash Bros,Phasmaphobia","Yes,  the most important part of being a team is communicating. Games create unique scenarios where people need to learn to **collaborate** and communicate in order to complete a common goal, while sitting miles away from each other. ",CLB-COP,Low Frequency
96,True,2.0,Some of the time,"Skyrim,Age of Empires 3,The Sims 3,Super Smash Bros,Phasmaphobia","Yes,  the most important part of being a team is communicating. Games create unique scenarios where people need to learn to collaborate and communicate in order to complete a **common goal**, while sitting miles away from each other. ",PRO-GOL,Low Frequency
97,True,7.0,Most of the time,"Kerbal Space Program,Apex Legends,Halo Wars 2,Age of Empires,Halo Reach","It does make me a better player. Gaming in a team helps me and my teammates account for each others faults and tackle enemies from multiple sides. I like building tanks, they like building air, and just like that we've got everything covered. I've learned from playing in teams that communication is vital, and though I like to be hyper-aggressive, sometimes you just have to **trust** your teammates and follow them in. Its helped me become a good supporting player, because I can follow a leader and back them up when they need it.",CLB-CMR,High Frequency
97,True,7.0,Most of the time,"Kerbal Space Program,Apex Legends,Halo Wars 2,Age of Empires,Halo Reach","It does make me a better player. Gaming in a team helps me and my teammates account for each others faults and tackle enemies from multiple sides. I like building tanks, they like building air, and just like that we've got everything covered. I've learned from playing in **teams** that communication is vital, and though I like to be hyper-aggressive, sometimes you just have to trust your teammates and follow them in. Its helped me become a good supporting player, because I can follow a leader and back them up when they need it.",INT-GRP,High Frequency
