final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
91,True,3.0,Most of the time,"call of duty,Minecraft,rocket league ,rally car,lost man sky","Yes, gaming as a team teaches you to **work as a team** and when obstacles are too large it teaches one how to distribute the work load in order to accomplish the task.",CLB-COP,Low Frequency
91,True,6.0,Half of the time,"God Of War,Super People,Far Cry 6,Call of Duty,Monster Hunter",Yes. There is much **strategy** needed in many multiplayer games.,PRO-STR,High Frequency
91,True,6.0,Half of the time,"God Of War,Super People,Far Cry 6,Call of Duty,Monster Hunter",Yes. There is much strategy needed in many **multiplayer** games.,INT-GRP,High Frequency
91,True,7.0,Half of the time,"Tom Clancy's Rainbow Six Siege,Skyrim,Minecraft,League Of Legends,Dark Souls","I would say that gaming does assist myself with being a better team player. Team games are based on working with others to complete a **goal** typically against another team. This experience can apply to the real world of many instances where you can be thrown into a group of people and have to solve a problem.

I do think team gaming can go either way with what people take away from the experience. With any team work there are bad habits that could be picked up from the anonymity of online gaming combined. It would depend from person to person if gaming assists them in becoming a better team player.",PRO-GOL,High Frequency
91,True,7.0,Half of the time,"Tom Clancy's Rainbow Six Siege,Skyrim,Minecraft,League Of Legends,Dark Souls","I would say that gaming does assist myself with being a better **team player**. Team games are based on working with others to complete a goal typically against another team. This experience can apply to the real world of many instances where you can be thrown into a **group** of people and have to solve a problem.

I do think team gaming can go either way with what people take away from the experience. With any team work there are bad habits that could be picked up from the anonymity of online gaming combined. It would depend from person to person if gaming assists them in becoming a better **team player**.",INT-GRP,High Frequency
91,True,7.0,Half of the time,"Tom Clancy's Rainbow Six Siege,Skyrim,Minecraft,League Of Legends,Dark Souls","I would say that gaming does **assist** myself with being a better team player. Team games are based on working with others to complete a goal typically against another team. This experience can apply to the real world of many instances where you can be thrown into a group of people and have to solve a problem.

I do think team gaming can go either way with what people take away from the experience. With any team work there are bad habits that could be picked up from the anonymity of online gaming combined. It would depend from person to person if gaming assists them in becoming a better team player.",INT-OTH,High Frequency
91,True,7.0,Half of the time,"Tom Clancy's Rainbow Six Siege,Skyrim,Minecraft,League Of Legends,Dark Souls","I would say that gaming does assist myself with being a better team player. Team games are based on working with others to complete a goal typically against another team. This experience can apply to the **real world** of many instances where you can be thrown into a group of people and have to solve a problem.

I do think team gaming can go either way with what people take away from the experience. With any team work there are bad habits that could be picked up from the anonymity of online gaming combined. It would depend from person to person if gaming assists them in becoming a better team player.",DEV-NRL,High Frequency
91,True,3.0,Most of the time,"Nba2k,Madden ,Rocket League,Battlefield,Valorant","It tends to from time to time, depending on the people you are working with, you're only as best as your weakest member of the team, so everyone needs to be pulling their **weight**, also getting along with your team. You gain nothing with arguing but with proper discussion and discourse.",SEF-DTR,Low Frequency
91,True,4.0,Most of the time,"Dark Souls,World of Warcraft,Deep Rock Galactic,Risk of Rain 2,Call of Duty","I think so. I tend to play games that rely heavily on **cooperation** and **coordination**. I love the camaraderie of beating that next boss, completing the raid, and sharing in the celebration of overcoming the challenge. I also love to share my experiences with others, it wouldn't quite be the same to beat a difficult challenge solo and tell folks about it afterwards. I like having my friends along for the ride too.

More to the point, I'm not sure it is gaming itself that makes me a better team player, not in any sort of ""training up my **cooperative** skills"" sort of way. I think I have a tendency to prefer sharing my in-game successes with others, and that is what drives me toward being a team player.

(Also on Question 2 above, that answer is only accurate when school isn't in session. During the semester I may sit down for some gametime on a free Sunday but I prefer to keep my external distractions to a minimum!)",CLB-COP,High Frequency
91,True,4.0,Most of the time,"Dark Souls,World of Warcraft,Deep Rock Galactic,Risk of Rain 2,Call of Duty","I think so. I tend to play games that rely heavily on cooperation and coordination. I love the camaraderie of beating that next boss, completing the raid, and sharing in the celebration of overcoming the challenge. I also love to share my experiences with others, it wouldn't quite be the same to beat a difficult challenge solo and tell folks about it afterwards. I like having my friends along for the ride too.

More to the point, I'm not sure it is gaming itself that makes me a better team player, not in any sort of ""training up my cooperative **skills**"" sort of way. I think I have a tendency to prefer sharing my in-game successes with others, and that is what drives me toward being a team player.

(Also on Question 2 above, that answer is only accurate when school isn't in session. During the semester I may sit down for some gametime on a free Sunday but I prefer to keep my external distractions to a minimum!)",CLB-MNG,High Frequency
91,True,4.0,Most of the time,"Dark Souls,World of Warcraft,Deep Rock Galactic,Risk of Rain 2,Call of Duty","I think so. I tend to play games that rely heavily on cooperation and coordination. I love the **camaraderie** of beating that next boss, completing the raid, and sharing in the celebration of overcoming the challenge. I also love to share my experiences with others, it wouldn't quite be the same to beat a difficult challenge solo and tell folks about it afterwards. I like having my friends along for the ride too.

More to the point, I'm not sure it is gaming itself that makes me a better team player, not in any sort of ""training up my cooperative skills"" sort of way. I think I have a tendency to prefer sharing my in-game successes with others, and that is what drives me toward being a team player.

(Also on Question 2 above, that answer is only accurate when school isn't in session. During the semester I may sit down for some gametime on a free Sunday but I prefer to keep my external distractions to a minimum!)",CLB-CMR,High Frequency
91,True,4.0,Most of the time,"Dark Souls,World of Warcraft,Deep Rock Galactic,Risk of Rain 2,Call of Duty","I think so. I tend to play games that rely heavily on cooperation and coordination. I love the camaraderie of beating that next boss, completing the raid, and sharing in the celebration of overcoming the challenge. I also love to share my experiences with others, it wouldn't quite be the same to beat a difficult challenge solo and tell folks about it afterwards. I like having my friends along for the ride too.

More to the point, I'm not sure it is gaming itself that makes me a better **team player**, not in any sort of ""training up my cooperative skills"" sort of way. I think I have a tendency to prefer sharing my in-game successes with others, and that is what drives me toward being a **team player**.

(Also on Question 2 above, that answer is only accurate when school isn't in session. During the semester I may sit down for some gametime on a free Sunday but I prefer to keep my external distractions to a minimum!)",INT-GRP,High Frequency
91,True,4.0,Most of the time,"Dark Souls,World of Warcraft,Deep Rock Galactic,Risk of Rain 2,Call of Duty","I think so. I tend to play games that rely heavily on cooperation and coordination. I love the camaraderie of beating that next boss, completing the raid, and sharing in the celebration of overcoming the challenge. I also love to share my experiences with others, it wouldn't quite be the same to beat a difficult challenge **solo** and tell folks about it afterwards. I like having my friends along for the ride too.

More to the point, I'm not sure it is gaming itself that makes me a better team player, not in any sort of ""training up my cooperative skills"" sort of way. I think I have a tendency to prefer sharing my in-game successes with others, and that is what drives me toward being a team player.

(Also on Question 2 above, that answer is only accurate when school isn't in session. During the semester I may sit down for some gametime on a free Sunday but I prefer to keep my external distractions to a minimum!)",DEF-SLO,High Frequency
92,True,7.0,Half of the time,"VRChat,Warthunder,Monster Hunter Rise,Squad,Ready or Not",My gaming makes me a better team player as it helps develop my ability to work with others on a shared goal with static and ever **changing** team mates. The games I have played have also taught me how to deal with client requests and determine what a client really wants with their request.,PRO-ADP,High Frequency
92,True,7.0,Half of the time,"VRChat,Warthunder,Monster Hunter Rise,Squad,Ready or Not",My gaming makes me a better team player as it helps develop my ability to work with others on a **shared goal** with static and ever changing team mates. The games I have played have also taught me how to deal with client requests and determine what a client really wants with their request.,PRO-GOL,High Frequency
92,True,7.0,Half of the time,"VRChat,Warthunder,Monster Hunter Rise,Squad,Ready or Not",My gaming makes me a better **team player** as it helps develop my ability to work with others on a shared goal with static and ever changing team mates. The games I have played have also taught me how to deal with client requests and determine what a client really wants with their request.,INT-GRP,High Frequency
92,True,5.0,Most of the time,"Age of Empires IV,Hunt: Showdown,Rainbow Six: Siege,Rust,League of Legends",I'd say it improves communication quite a bit and you learn to be more forgiving of losses when you can see the games where you have been the one to cause a loss as well. I'd say it overall improves your ability to be a **team player**.,INT-GRP,High Frequency
92,True,2.0,Most of the time,"Rainbow Six,Apex,Dead by Daylight,Destiny,Call of Duty","I believe that gaming does make me a better team player because it requires me to give **precise** information that all my teammates  can comprehend , as well as work along side them and trust them when executing plays.",COM-CLR,Low Frequency
92,True,2.0,Most of the time,"Rainbow Six,Apex,Dead by Daylight,Destiny,Call of Duty","I believe that gaming does make me a better team player because it requires me to give precise information that all my teammates  can comprehend , as well as **work along side** them and trust them when executing plays.",CLB-COP,Low Frequency
92,True,2.0,Most of the time,"Rainbow Six,Apex,Dead by Daylight,Destiny,Call of Duty","I believe that gaming does make me a better team player because it requires me to give precise information that all my teammates  can comprehend , as well as work along side them and **trust** them when executing plays.",CLB-CMR,Low Frequency
92,True,2.0,Most of the time,"Rainbow Six,Apex,Dead by Daylight,Destiny,Call of Duty","I believe that gaming does make me a better **team player** because it requires me to give precise information that all my teammates  can comprehend , as well as work along side them and trust them when executing plays.",INT-GRP,Low Frequency
93,True,3.0,Most of the time,"Magic The Gathering: Arena,League of Legends,Apex Legends,Dead by Daylight,",I would like to think it makes me more considerate of how my individual actions could affect the outcome or experience for my teammates.,UNCODED,Low Frequency
93,True,7.0,Most of the time,"Apex,Rocket league,Assassins Creed,Brawhalla,","I would say depends. Since the game I play the most depends on teamwork, yes. At the same time if you play with a random teammate and they are not doing their share of the work then I have to step up my work and **trust** my partner less.",CLB-CMR,High Frequency
93,True,7.0,Most of the time,"Apex,Rocket league,Assassins Creed,Brawhalla,","I would say depends. Since the game I play the most depends on **teamwork**, yes. At the same time if you play with a random teammate and they are not doing their share of the work then I have to step up my work and trust my partner less.",INT-GRP,High Frequency
93,True,2.0,Half of the time,"FIFA,call of duty,Arcade games,mario,clash royale",Gaming does make you a better team player because it helps you learn how to work together in order to accomplish a task more **efficiently**.,COM-EFF,Low Frequency
93,True,2.0,Half of the time,"FIFA,call of duty,Arcade games,mario,clash royale",Gaming does make you a better team player because it helps you learn how to **work together** in order to accomplish a task more efficiently.,CLB-COP,Low Frequency
93,True,2.0,Half of the time,"FIFA,call of duty,Arcade games,mario,clash royale",Gaming does make you a better **team player** because it helps you learn how to work together in order to accomplish a task more efficiently.,INT-GRP,Low Frequency
93,True,7.0,Most of the time,"Halo,League of Legends,Pokemon Unite,Pokemon Go,Raft","I believe it can **help**. I think it helps me communicate better. I also believe I am able to take in the information from other team members and use it effectively. It has also taught me patience and humility. I realize some people arent up to the same speed as me, and I am not as good as others. ",INT-OTH,High Frequency
93,True,7.0,Most of the time,"Halo,League of Legends,Pokemon Unite,Pokemon Go,Raft","I believe it can help. I think it helps me communicate better. I also believe I am able to take in the information from other team members and use it effectively. It has also taught me **patience** and humility. I realize some people arent up to the same speed as me, and I am not as good as others. ",INT-PAT,High Frequency
93,True,5.0,Some of the time,"Monster Hunter: Rise,Monster Hunter: World,Breath of the Wild,Valheim,Animal Crossing","I believe gaming has made me a better team player. In a game, you are often tasked with completing an objective within a certain time frame.  Achieving your objective requires you to collaborate and communicate **clearly** with other players. Gaming lets you practice those skills with your friends or a group of strangers. ",COM-CLR,High Frequency
93,True,5.0,Some of the time,"Monster Hunter: Rise,Monster Hunter: World,Breath of the Wild,Valheim,Animal Crossing","I believe gaming has made me a better team player. In a game, you are often tasked with completing an objective within a certain time frame.  Achieving your objective requires you to **collaborate** and communicate clearly with other players. Gaming lets you practice those skills with your friends or a group of strangers. ",CLB-COP,High Frequency
93,True,5.0,Some of the time,"Monster Hunter: Rise,Monster Hunter: World,Breath of the Wild,Valheim,Animal Crossing","I believe gaming has made me a better team player. In a game, you are often tasked with completing an objective within a certain time frame.  Achieving your objective requires you to collaborate and communicate clearly with other players. Gaming lets you practice those **skills** with your friends or a group of strangers. ",CLB-MNG,High Frequency
93,True,5.0,Some of the time,"Monster Hunter: Rise,Monster Hunter: World,Breath of the Wild,Valheim,Animal Crossing","I believe gaming has made me a better team player. In a game, you are often tasked with completing an **objective** within a certain time frame.  Achieving your **objective** requires you to collaborate and communicate clearly with other players. Gaming lets you practice those skills with your friends or a group of strangers. ",PRO-GOL,High Frequency
93,True,5.0,Some of the time,"Monster Hunter: Rise,Monster Hunter: World,Breath of the Wild,Valheim,Animal Crossing","I believe gaming has made me a better **team player**. In a game, you are often tasked with completing an objective within a certain time frame.  Achieving your objective requires you to collaborate and communicate clearly with other players. Gaming lets you practice those skills with your friends or a **group** of strangers. ",INT-GRP,High Frequency
93,True,5.0,Most of the time,"Minecraft,Apex Legends,Halo Infinite,Overwatch,Titanfall 2",I do believe gaming can make me a better team player. I have been playing Apex with two close friends for a couple of years and as we've all continued to improve we have gained a better understanding of each other's **strengths and weaknesses**. This has allowed us to function better as a team within games. We also trust each other to help when we need it and that definitely is true outside of gaming too. The more I work on an activity with someone the better I can effectively work with them and we can get things done faster and better than before.,CLB-MNG,High Frequency
93,True,5.0,Most of the time,"Minecraft,Apex Legends,Halo Infinite,Overwatch,Titanfall 2",I do believe gaming can make me a better team player. I have been playing Apex with two close friends for a couple of years and as we've all continued to improve we have gained a better understanding of each other's strengths and weaknesses. This has allowed us to function better as a team within games. We also **trust** each other to help when we need it and that definitely is true outside of gaming too. The more I work on an activity with someone the better I can effectively work with them and we can get things done faster and better than before.,CLB-CMR,High Frequency
93,True,5.0,Most of the time,"Minecraft,Apex Legends,Halo Infinite,Overwatch,Titanfall 2",I do believe gaming can make me a better **team player**. I have been playing Apex with two close friends for a couple of years and as we've all continued to improve we have gained a better understanding of each other's strengths and weaknesses. This has allowed us to function better as a team within games. We also trust each other to help when we need it and that definitely is true outside of gaming too. The more I work on an activity with someone the better I can effectively work with them and we can get things done faster and better than before.,INT-GRP,High Frequency
93,True,5.0,Most of the time,"Minecraft,Apex Legends,Halo Infinite,Overwatch,Titanfall 2",I do believe gaming can make me a better team player. I have been playing Apex with two close friends for a couple of years and as we've all continued to improve we have gained a better understanding of each other's strengths and weaknesses. This has allowed us to function better as a team within games. We also trust each other to **help** when we need it and that definitely is true outside of gaming too. The more I work on an activity with someone the better I can effectively work with them and we can get things done faster and better than before.,INT-OTH,High Frequency
93,True,7.0,Most of the time,"Escape From Tarkov,CS GO,Rocket League,Forza Horizon 5,Brawlhalla","Yes, in CSGO and most other team games you can not always win by yourself. You need to work as a team to win. Also, it makes me a better team player because I need to interact with many different people and not cause conflict because the conflict in a team is a **quick** way to lose the game.",COM-EFF,High Frequency
93,True,7.0,Most of the time,"Escape From Tarkov,CS GO,Rocket League,Forza Horizon 5,Brawlhalla","Yes, in CSGO and most other team games you can not always win by yourself. You need to **work as a team** to win. Also, it makes me a better team player because I need to interact with many different people and not cause conflict because the conflict in a team is a quick way to lose the game.",CLB-COP,High Frequency
93,True,7.0,Most of the time,"Escape From Tarkov,CS GO,Rocket League,Forza Horizon 5,Brawlhalla","Yes, in CSGO and most other team games you can not always win by yourself. You need to work as a team to win. Also, it makes me a better **team player** because I need to interact with many different people and not cause conflict because the conflict in a team is a quick way to lose the game.",INT-GRP,High Frequency
94,True,6.0,Most of the time,"Halo Infinite,Clash Royale,Call of Duty,Super Smash Brothers Ultimate,Minecraft",Yes mostly because the players in the team might be better at something than others and we could **combine** each others skills to accomplish a common goal to win. ,CLB-COP,High Frequency
94,True,6.0,Most of the time,"Halo Infinite,Clash Royale,Call of Duty,Super Smash Brothers Ultimate,Minecraft",Yes mostly because the players in the team might be better at something than others and we could combine each others **skills** to accomplish a common goal to win. ,CLB-MNG,High Frequency
94,True,6.0,Most of the time,"Halo Infinite,Clash Royale,Call of Duty,Super Smash Brothers Ultimate,Minecraft",Yes mostly because the players in the team might be better at something than others and we could combine each others skills to accomplish a **common goal** to win. ,PRO-GOL,High Frequency
94,True,3.0,Some of the time,"Smash Bros ,Sea of Thieves,World of Warcraft,Mario Kart,Diablo 3","Depends on the game and community. Some games value teamwork and respect for others, while some are restrictive and toxic. In a respectful environment, teams **work together** and **coordinate** to win the game, which teaches sportsmanship and **collaboration** with others. In a not so respectful environment, it can discourage people from working with others and have a negative impact on your personal confidence with others. For me it definitely makes me a better team player as I try to work with others. ",CLB-COP,Low Frequency
94,True,3.0,Some of the time,"Smash Bros ,Sea of Thieves,World of Warcraft,Mario Kart,Diablo 3","Depends on the game and **community**. Some games value **teamwork** and respect for others, while some are restrictive and toxic. In a respectful environment, **teams** work together and coordinate to win the game, which teaches sportsmanship and collaboration with others. In a not so respectful environment, it can discourage people from working with others and have a negative impact on your personal confidence with others. For me it definitely makes me a better **team player** as I try to work with others. ",INT-GRP,Low Frequency
94,True,3.0,Some of the time,"Smash Bros ,Sea of Thieves,World of Warcraft,Mario Kart,Diablo 3","Depends on the game and community. Some games value teamwork and **respect** for others, while some are restrictive and toxic. In a respectful environment, teams work together and coordinate to win the game, which teaches sportsmanship and collaboration with others. In a not so respectful environment, it can discourage people from working with others and have a negative impact on your personal confidence with others. For me it definitely makes me a better team player as I try to work with others. ",INT-BND,Low Frequency
94,True,3.0,Some of the time,"Smash Bros ,Sea of Thieves,World of Warcraft,Mario Kart,Diablo 3","Depends on the game and community. Some games value teamwork and respect for others, while some are restrictive and **toxic**. In a respectful environment, teams work together and coordinate to win the game, which teaches sportsmanship and collaboration with others. In a not so respectful environment, it can discourage people from working with others and have a negative impact on your personal confidence with others. For me it definitely makes me a better team player as I try to work with others. ",DEF-ISO,Low Frequency
95,True,4.0,Most of the time,"Brawlhalla,Fortnite,Clash of Clans,Halo,","Yes, when I play games where I have teammates I need to be able to communicate with them so we can **coordinate** a strategy. It also teaches me that I cannot do everything myself all the time and that working with people can be very useful to accomplish big tasks. ",CLB-COP,High Frequency
95,True,4.0,Most of the time,"Brawlhalla,Fortnite,Clash of Clans,Halo,","Yes, when I play games where I have teammates I need to be able to communicate with them so we can coordinate a **strategy**. It also teaches me that I cannot do everything myself all the time and that working with people can be very useful to accomplish big tasks. ",PRO-STR,High Frequency
96,True,5.0,Most of the time,"star wars battlefront 2,monster hunter rise,dark souls 1 remastered,Halo Infinite,Persona","It teaches me how to communicate better and convey thoughts in a more **precise** manner. It helps me learn the strengths and weakness of my team members, allowing me to play to their strengths and make up for their weaknesses and vice versa. ",COM-CLR,High Frequency
96,True,5.0,Most of the time,"star wars battlefront 2,monster hunter rise,dark souls 1 remastered,Halo Infinite,Persona","It teaches me how to communicate better and convey thoughts in a more precise manner. It helps me learn the **strengths** and weakness of my team members, allowing me to play to their **strengths** and make up for their weaknesses and vice versa. ",CLB-MNG,High Frequency
96,True,5.0,Half of the time,"Rocket League,Apex Legends,Call of Duty,Minecraft,Rogue Company","My gaming makes me a better **team player**, because I almost always play games with a team. It has taught me that in order to be successful in a **team environment** communication is the #1 factor. Without communication your team will fall apart and lose. Sure you can still win with out communication, but it is 100 times easier if you have communication.",INT-GRP,High Frequency
96,True,7.0,Most of the time,"World of Warcraft,League of Legends,Minecraft,Terraria,Skyrim","Yes, because in League of Legends, you have to be a **team player** to actually do well in the game, if you don't understand proper **teamwork**, you will likely get stomped by the enemy team",INT-GRP,High Frequency
96,True,7.0,Some of the time,"World of Tanks,Battle Brothers,Diablo II ,Stellaris ,Path of Exile","I think so.

Not listed, but League of Legends is probably more most played game (hours wise), clocking in at somewhere around 2,000+ combined hours. I played that game's ranked ladder extensively, climbing up to some of the higher tiers on the server. The game is entirely a team based game. You cannot play it alone and you cannot win alone. I played support classes and tended to focus primarily on keeping my team focused and **working together**, rather than trying to win by just being personally better or outplaying my opponents. People online can be... Well, difficult to get **working together** sometimes, but it was always my goal to reduce player toxicity and build team **cohesion** on the fly for every match.",CLB-COP,High Frequency
96,True,7.0,Some of the time,"World of Tanks,Battle Brothers,Diablo II ,Stellaris ,Path of Exile","I think so.

Not listed, but League of Legends is probably more most played game (hours wise), clocking in at somewhere around 2,000+ combined hours. I played that game's ranked ladder extensively, climbing up to some of the higher tiers on the server. The game is entirely a team based game. You cannot play it alone and you cannot win alone. I played support classes and tended to focus primarily on keeping my team focused and working together, rather than trying to win by just being personally better or outplaying my opponents. People online can be... Well, difficult to get working together sometimes, but it was always my goal to reduce player toxicity and build team **cohesion** on the fly for every match.",CLB-CMR,High Frequency
96,True,7.0,Some of the time,"World of Tanks,Battle Brothers,Diablo II ,Stellaris ,Path of Exile","I think so.

Not listed, but League of Legends is probably more most played game (hours wise), clocking in at somewhere around 2,000+ combined hours. I played that game's ranked ladder extensively, climbing up to some of the higher tiers on the server. The game is entirely a team based game. You cannot play it alone and you cannot win alone. I played support classes and tended to focus primarily on keeping my team focused and working together, rather than trying to win by just being personally better or outplaying my opponents. People online can be... Well, difficult to get working together sometimes, but it was always my **goal** to reduce player toxicity and build team cohesion on the fly for every match.",PRO-GOL,High Frequency
96,True,7.0,Some of the time,"World of Tanks,Battle Brothers,Diablo II ,Stellaris ,Path of Exile","I think so.

Not listed, but League of Legends is probably more most played game (hours wise), clocking in at somewhere around 2,000+ combined hours. I played that game's ranked ladder extensively, climbing up to some of the higher tiers on the server. The game is entirely a team based game. You cannot play it alone and you cannot win alone. I played **support** classes and tended to focus primarily on keeping my team focused and working together, rather than trying to win by just being personally better or outplaying my opponents. People online can be... Well, difficult to get working together sometimes, but it was always my goal to reduce player toxicity and build team cohesion on the fly for every match.",INT-OTH,High Frequency
96,True,7.0,Some of the time,"World of Tanks,Battle Brothers,Diablo II ,Stellaris ,Path of Exile","I think so.

Not listed, but League of Legends is probably more most played game (hours wise), clocking in at somewhere around 2,000+ combined hours. I played that game's ranked ladder extensively, climbing up to some of the higher tiers on the server. The game is entirely a team based game. You cannot play it **alone** and you cannot win **alone**. I played support classes and tended to focus primarily on keeping my team focused and working together, rather than trying to win by just being personally better or outplaying my opponents. People online can be... Well, difficult to get working together sometimes, but it was always my goal to reduce player toxicity and build team cohesion on the fly for every match.",DEF-SLO,High Frequency
96,True,7.0,Some of the time,"World of Tanks,Battle Brothers,Diablo II ,Stellaris ,Path of Exile","I think so.

Not listed, but League of Legends is probably more most played game (hours wise), clocking in at somewhere around 2,000+ combined hours. I played that game's ranked ladder extensively, climbing up to some of the higher tiers on the server. The game is entirely a team based game. You cannot play it alone and you cannot win alone. I played support classes and tended to focus primarily on keeping my team focused and working together, rather than trying to win by just being personally better or outplaying my opponents. People online can be... Well, difficult to get working together sometimes, but it was always my goal to reduce player **toxicity** and build team cohesion on the fly for every match.",DEF-ISO,High Frequency
96,True,4.0,Half of the time,"Fortnite,Rocket League,Call Of Duty,Warzone,Fall Guys",When I am gaming with people I know it does make me a better **team player**. But when I am gaming with random people i match with it depends on how they act. ,INT-GRP,High Frequency
96,True,3.0,Some of the time,"Fortnite,Witcher 3,Battle for Middle Earth 2,Zelda\, Breath of the Wild,Skyrim",No.,UNCODED,Low Frequency
96,True,3.0,Some of the time,"Hearthstone,Contractors VR,Monster Hunter ,Beatsaber VR,Table Tennis VR","In strategy games such as competitive FPS or RTS’s, there is insentive to be a good communicator. These games can teach you to work with others to accomplish a common goal. However, most online gaming I have done involve teaming up with random strangers. In this case it can be hard or impossible to **work together** and it’s often best to mute everyone’s mic and focus on your own strategy. ",CLB-COP,Low Frequency
96,True,3.0,Some of the time,"Hearthstone,Contractors VR,Monster Hunter ,Beatsaber VR,Table Tennis VR","In **strategy** games such as competitive FPS or RTS’s, there is insentive to be a good communicator. These games can teach you to work with others to accomplish a common goal. However, most online gaming I have done involve teaming up with random strangers. In this case it can be hard or impossible to work together and it’s often best to mute everyone’s mic and focus on your own **strategy**. ",PRO-STR,Low Frequency
96,True,3.0,Some of the time,"Hearthstone,Contractors VR,Monster Hunter ,Beatsaber VR,Table Tennis VR","In strategy games such as competitive FPS or RTS’s, there is insentive to be a good communicator. These games can teach you to work with others to accomplish a **common goal**. However, most online gaming I have done involve teaming up with random strangers. In this case it can be hard or impossible to work together and it’s often best to mute everyone’s mic and focus on your own strategy. ",PRO-GOL,Low Frequency
97,True,1.0,Most of the time,"Terraria,League of Legends,Don't Starve Together,,","While I believe that team gaming requires extensive communication and teamwork **skills**, I do not believe gaming was responsible for fostering my **abilities** in those areas. Instead, the tendencies I already had towards communication and teamwork made gaming more involved and more fun. However, I do believe there are plenty of people for which gaming has helped develop teamwork **skills**.",CLB-MNG,Low Frequency
97,True,1.0,Most of the time,"Terraria,League of Legends,Don't Starve Together,,","While I believe that team gaming requires extensive communication and **teamwork** skills, I do not believe gaming was responsible for fostering my abilities in those areas. Instead, the tendencies I already had towards communication and **teamwork** made gaming more involved and more fun. However, I do believe there are plenty of people for which gaming has helped develop **teamwork** skills.",INT-GRP,Low Frequency
97,True,7.0,Most of the time,"Destiny 2,League of Legends,Hades,Project Winter,Deep Rock Galactic","Absolutely! I main support in League of Legends, and the main responsibilities of the support role are to protect another player that you are laning with (and eventually the rest of the team as the game progresses) and to provide vision information to the rest of the team. You have to be able to **quickly** communicate information with other players that are not always seeing what is happening across the map, and you have to be able to work together with your lane partner to successfully survive attacks and farm gold. I focus on letting the team know how long until certain objectives spawn so we can plan a team attack, I grant vision so we can see enemies in fog of war and avoid (or prepare for) attacks, and I keep teammates alive during team fights. I may not do a lot of damage, but I save a lot of people. Support makes you focus on team needs throughout the game.",COM-EFF,High Frequency
97,True,7.0,Most of the time,"Destiny 2,League of Legends,Hades,Project Winter,Deep Rock Galactic","Absolutely! I main support in League of Legends, and the main responsibilities of the support role are to protect another player that you are laning with (and eventually the rest of the team as the game progresses) and to provide vision information to the rest of the team. You have to be able to quickly communicate information with other players that are not always seeing what is happening across the map, and you have to be able to **work together** with your lane partner to successfully survive attacks and farm gold. I focus on letting the team know how long until certain objectives spawn so we can plan a team attack, I grant vision so we can see enemies in fog of war and avoid (or prepare for) attacks, and I keep teammates alive during team fights. I may not do a lot of damage, but I save a lot of people. Support makes you focus on team needs throughout the game.",CLB-COP,High Frequency
97,True,7.0,Most of the time,"Destiny 2,League of Legends,Hades,Project Winter,Deep Rock Galactic","Absolutely! I main support in League of Legends, and the main responsibilities of the support **role** are to protect another player that you are laning with (and eventually the rest of the team as the game progresses) and to provide vision information to the rest of the team. You have to be able to quickly communicate information with other players that are not always seeing what is happening across the map, and you have to be able to work together with your lane partner to successfully survive attacks and farm gold. I focus on letting the team know how long until certain objectives spawn so we can plan a team attack, I grant vision so we can see enemies in fog of war and avoid (or prepare for) attacks, and I keep teammates alive during team fights. I may not do a lot of damage, but I save a lot of people. Support makes you focus on team needs throughout the game.",CLB-MNG,High Frequency
97,True,7.0,Most of the time,"Destiny 2,League of Legends,Hades,Project Winter,Deep Rock Galactic","Absolutely! I main support in League of Legends, and the main responsibilities of the support role are to protect another player that you are laning with (and eventually the rest of the team as the game progresses) and to provide vision information to the rest of the team. You have to be able to quickly communicate information with other players that are not always seeing what is happening across the map, and you have to be able to work together with your lane partner to successfully survive attacks and farm gold. I focus on letting the team know how long until certain objectives spawn so we can **plan** a team attack, I grant vision so we can see enemies in fog of war and avoid (or prepare for) attacks, and I keep teammates alive during team fights. I may not do a lot of damage, but I save a lot of people. Support makes you focus on team needs throughout the game.",PRO-STR,High Frequency
97,True,7.0,Most of the time,"Destiny 2,League of Legends,Hades,Project Winter,Deep Rock Galactic","Absolutely! I main **support** in League of Legends, and the main responsibilities of the **support** role are to protect another player that you are laning with (and eventually the rest of the team as the game progresses) and to provide vision information to the rest of the team. You have to be able to quickly communicate information with other players that are not always seeing what is happening across the map, and you have to be able to work together with your lane partner to successfully survive attacks and farm gold. I focus on letting the team know how long until certain objectives spawn so we can plan a team attack, I grant vision so we can see enemies in fog of war and avoid (or prepare for) attacks, and I keep teammates alive during team fights. I may not do a lot of damage, but I save a lot of people. **Support** makes you focus on team needs throughout the game.",INT-OTH,High Frequency
97,True,3.0,Some of the time,"Arizona Sunshine (vr),Tribe XR (vr),Elven Assassin (vr),Luigi's Haunted Mansion (Game cube),Rival Schools (Playstation)","I believe that **working in a group**, in any regard, lends to better **team player**s. I have participated in a few team sports and other competitive **group** activities that groomed us in becoming more equipped to work with others. ",INT-GRP,Low Frequency
