final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017232: I am a gamer..1,7017233: How many days per week do you game?.1,7017234: How often do you game in a team?.1,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
96,Computer Science,Senior - Second Bachelor,9,True,4.0,Most of the time,"COD,NBA 2K,Fortnite,Minecraft,More story driven games like Last of Us or God of War","I would say so, I think that gaming can show a lot of the positive impacts of **teamwork**. When you game with a team and work well together you often are having fun and also accomplishing the goal you are trying to achieve. I would think that same approach would help in most team settings and just help to make work go smoother overall as a team.",INT-GRP,High Frequency
96,Computer Science,Senior - Second Bachelor,9,True,4.0,Most of the time,"COD,NBA 2K,Fortnite,Minecraft,More story driven games like Last of Us or God of War","I would say so, I think that gaming can show a lot of the positive impacts of teamwork. When you game with a team and work well together you often are having fun and also accomplishing the goal you are trying to achieve. I would think that same approach would **help** in most team settings and just **help** to make work go smoother overall as a team.",INT-OTH,High Frequency
96,Computer Science,Senior - Second Bachelor,9,True,4.0,Most of the time,"COD,NBA 2K,Fortnite,Minecraft,More story driven games like Last of Us or God of War","I would say so, I think that gaming can show a lot of the **positive** impacts of teamwork. When you game with a team and work well together you often are having fun and also accomplishing the goal you are trying to achieve. I would think that same approach would help in most team settings and just help to make work go smoother overall as a team.",INT-ENC,High Frequency
87,Computer Science,Junior,13,True,7.0,Most of the time,"Fallout 4,Ratchet and Clank (new one),Overwatch,Street Fighter,League of legends",It allows me to be able to get along with anyone I queue up with and make a good relationship. I only have a set time **limit** before the game ends but sometimes we become friends and keep playing. I think it helps you communicate well. ,INT-BND,High Frequency
88,Computer Science,Junior,15,True,4.0,Never,"Spider-Man PS4,God of War: Ragnarok,Grand Theft Auto 5,Super Mario 64,Diablo 3","I feel like gaming makes me a better **team player** because, while most games I play are single-player, it allows me many opportunities to think on my feet and determine what I need to do t accomplish my goals. I think this translates to being able to accurately do my part in a team to complete my tasks and understand what I need in order to complete those tasks.",INT-GRP,High Frequency
88,Computer Science,Junior,15,True,4.0,Never,"Spider-Man PS4,God of War: Ragnarok,Grand Theft Auto 5,Super Mario 64,Diablo 3","I feel like gaming makes me a better team player because, while most games I play are **single-player**, it allows me many opportunities to think on my feet and determine what I need to do t accomplish my goals. I think this translates to being able to accurately do my part in a team to complete my tasks and understand what I need in order to complete those tasks.",DEF-SLO,High Frequency
100,Computer Science,Senior,17,True,5.0,Most of the time,"Rainbow Six Siege,Counter Strike Global Offensive,Deep Rock Galactic,7 Days To Die,Valorant","Most definitely it does! I am a very competitive Counter Strike player. Skills can only get you so far, but its actually good teamwork and communication that gets you to the top. Counter Strike Global Offensive (CSGO) has a reputation for having a toxic community. Because of this, I have seen what can make teams fail **fast**. Toxicity in teamwork never works and always ends in a crash and burn match. This would also happen in any profession that may have a toxic team. Playing CSGO has also shown me what makes teams thrive. Obviously competence helps, but that's not all. Positive reinforcement for individuals who underperforming can change their performance levels. Same thing can happen in any team of any profession. People have off days and on those days, its nice to hear some positive reinforcement from your team.",COM-EFF,High Frequency
100,Computer Science,Senior,17,True,5.0,Most of the time,"Rainbow Six Siege,Counter Strike Global Offensive,Deep Rock Galactic,7 Days To Die,Valorant","Most definitely it does! I am a very competitive Counter Strike player. **Skills** can only get you so far, but its actually good teamwork and communication that gets you to the top. Counter Strike Global Offensive (CSGO) has a reputation for having a toxic community. Because of this, I have seen what can make teams fail fast. Toxicity in teamwork never works and always ends in a crash and burn match. This would also happen in any profession that may have a toxic team. Playing CSGO has also shown me what makes teams thrive. Obviously competence helps, but that's not all. Positive reinforcement for individuals who underperforming can change their performance levels. Same thing can happen in any team of any profession. People have off days and on those days, its nice to hear some positive reinforcement from your team.",CLB-MNG,High Frequency
100,Computer Science,Senior,17,True,5.0,Most of the time,"Rainbow Six Siege,Counter Strike Global Offensive,Deep Rock Galactic,7 Days To Die,Valorant","Most definitely it does! I am a very competitive Counter Strike player. Skills can only get you so far, but its actually good **teamwork** and communication that gets you to the top. Counter Strike Global Offensive (CSGO) has a reputation for having a toxic **community**. Because of this, I have seen what can make **teams** fail fast. Toxicity in **teamwork** never works and always ends in a crash and burn match. This would also happen in any profession that may have a toxic team. Playing CSGO has also shown me what makes **teams** thrive. Obviously competence helps, but that's not all. Positive reinforcement for individuals who underperforming can change their performance levels. Same thing can happen in any team of any profession. People have off days and on those days, its nice to hear some positive reinforcement from your team.",INT-GRP,High Frequency
100,Computer Science,Senior,17,True,5.0,Most of the time,"Rainbow Six Siege,Counter Strike Global Offensive,Deep Rock Galactic,7 Days To Die,Valorant","Most definitely it does! I am a very competitive Counter Strike player. Skills can only get you so far, but its actually good teamwork and communication that gets you to the top. Counter Strike Global Offensive (CSGO) has a reputation for having a toxic community. Because of this, I have seen what can make teams fail fast. Toxicity in teamwork never works and always ends in a crash and burn match. This would also happen in any profession that may have a toxic team. Playing CSGO has also shown me what makes teams thrive. Obviously competence helps, but that's not all. **Positive** reinforcement for individuals who underperforming can change their performance levels. Same thing can happen in any team of any profession. People have off days and on those days, its nice to hear some **positive** reinforcement from your team.",INT-ENC,High Frequency
100,Computer Science,Senior,17,True,5.0,Most of the time,"Rainbow Six Siege,Counter Strike Global Offensive,Deep Rock Galactic,7 Days To Die,Valorant","Most definitely it does! I am a very competitive Counter Strike player. Skills can only get you so far, but its actually good teamwork and communication that gets you to the top. Counter Strike Global Offensive (CSGO) has a reputation for having a **toxic** community. Because of this, I have seen what can make teams fail fast. **Toxicity** in teamwork never works and always ends in a crash and burn match. This would also happen in any profession that may have a **toxic** team. Playing CSGO has also shown me what makes teams thrive. Obviously competence helps, but that's not all. Positive reinforcement for individuals who underperforming can change their performance levels. Same thing can happen in any team of any profession. People have off days and on those days, its nice to hear some positive reinforcement from your team.",DEF-ISO,High Frequency
71,Exp St: Comp Mjr CSU Online,Junior,12,True,3.0,Most of the time,"Warzone,Fortnite,Minecraft,Overcooked,Gangbeasts","Yes, communication is key in team games to accomplish a common goal both **efficiently** and in a timely manner. ",COM-EFF,Low Frequency
71,Exp St: Comp Mjr CSU Online,Junior,12,True,3.0,Most of the time,"Warzone,Fortnite,Minecraft,Overcooked,Gangbeasts","Yes, communication is key in team games to accomplish a **common goal** both efficiently and in a timely manner. ",PRO-GOL,Low Frequency
77,Computer Science,Junior,13,True,4.0,Always,"Minecraft,Apex Legends,Legend of Zelda,Destiny 2,Star Wars Battlefront","I only ever play in a team and with my friends. This has helped me learn how to be **encouraging** when we have tough games, as well as how to provide and accept helpful criticism where needed.",INT-ENC,High Frequency
84,Computer Science,Senior,15,True,7.0,Always,"Stormworks,War Thunder,Space Engineers,Brotato,AutoTerraFirmaCraft","It can, if it's the right kind of game. Single player games will have little impact on those skills while some multiplayer games completely ignore the communication needed to properly **coordinate** teams. Brotato is a single player game and thus has no bearing on teamworking skills. War Thunder is multiplayer, but it is mostly anonymous as your team is randomly selected each match so you can't build any real teamwork. There are squads but they can only be 4 people max so you end up mostly ignoring your team. The rest of the games I listed are multiplayer optional games. This means that what communications you do have are completely voluntary and more meaningful.",CLB-COP,High Frequency
84,Computer Science,Senior,15,True,7.0,Always,"Stormworks,War Thunder,Space Engineers,Brotato,AutoTerraFirmaCraft","It can, if it's the right kind of game. Single player games will have little impact on those **skills** while some multiplayer games completely ignore the communication needed to properly coordinate teams. Brotato is a single player game and thus has no bearing on teamworking **skills**. War Thunder is multiplayer, but it is mostly anonymous as your team is randomly selected each match so you can't build any real teamwork. There are squads but they can only be 4 people max so you end up mostly ignoring your team. The rest of the games I listed are multiplayer optional games. This means that what communications you do have are completely voluntary and more meaningful.",CLB-MNG,High Frequency
84,Computer Science,Senior,15,True,7.0,Always,"Stormworks,War Thunder,Space Engineers,Brotato,AutoTerraFirmaCraft","It can, if it's the right kind of game. Single player games will have little impact on those skills while some **multiplayer** games completely ignore the communication needed to properly coordinate **teams**. Brotato is a single player game and thus has no bearing on teamworking skills. War Thunder is **multiplayer**, but it is mostly anonymous as your team is randomly selected each match so you can't build any real **teamwork**. There are squads but they can only be 4 people max so you end up mostly ignoring your team. The rest of the games I listed are **multiplayer** optional games. This means that what communications you do have are completely voluntary and more meaningful.",INT-GRP,High Frequency
84,Computer Science,Senior,15,True,7.0,Always,"Stormworks,War Thunder,Space Engineers,Brotato,AutoTerraFirmaCraft","It can, if it's the right kind of game. **Single player** games will have little impact on those skills while some multiplayer games completely ignore the communication needed to properly coordinate teams. Brotato is a **single player** game and thus has no bearing on teamworking skills. War Thunder is multiplayer, but it is mostly anonymous as your team is randomly selected each match so you can't build any real teamwork. There are squads but they can only be 4 people max so you end up mostly ignoring your team. The rest of the games I listed are multiplayer optional games. This means that what communications you do have are completely voluntary and more meaningful.",DEF-SLO,High Frequency
95,Computer Science,Junior,14,True,7.0,Some of the time,"Pokemon,Minecraft,The Binding of Isaac: Repentance,Cassette Beasts,Celeste","It does help me **practice communication** a bit, but not much since I usually play alone, and when I do play with others it's almost always people I already know.

 

I have heard communication is an important skill for teamwork, so technically the answer is yes.",COM-EFF,High Frequency
95,Computer Science,Junior,14,True,7.0,Some of the time,"Pokemon,Minecraft,The Binding of Isaac: Repentance,Cassette Beasts,Celeste","It does help me practice communication a bit, but not much since I usually play alone, and when I do play with others it's almost always people I already know.

 

I have heard communication is an important skill for **teamwork**, so technically the answer is yes.",INT-GRP,High Frequency
95,Computer Science,Junior,14,True,7.0,Some of the time,"Pokemon,Minecraft,The Binding of Isaac: Repentance,Cassette Beasts,Celeste","It does **help** me practice communication a bit, but not much since I usually play alone, and when I do play with others it's almost always people I already know.

 

I have heard communication is an important skill for teamwork, so technically the answer is yes.",INT-OTH,High Frequency
95,Computer Science,Junior,14,True,7.0,Some of the time,"Pokemon,Minecraft,The Binding of Isaac: Repentance,Cassette Beasts,Celeste","It does help me practice communication a bit, but not much since I usually play **alone**, and when I do play with others it's almost always people I already know.

 

I have heard communication is an important skill for teamwork, so technically the answer is yes.",DEF-SLO,High Frequency
90,Computer Science,Junior,14,True,4.0,Some of the time,"mario kart ,smash bros ultimate,legend of zelda,dark souls,call of duty","I definitely think gaming makes you a better player. Even though I mostly just have time for single player games recently, I was very into Counter Strike a couple years ago. In that game, you need to communicate well with your teammates and assign each player to an individual task. I think these **skills** can transfer to teamwork in a professional setting.",CLB-MNG,High Frequency
90,Computer Science,Junior,14,True,4.0,Some of the time,"mario kart ,smash bros ultimate,legend of zelda,dark souls,call of duty","I definitely think gaming makes you a better player. Even though I mostly just have time for single player games recently, I was very into Counter Strike a couple years ago. In that game, you need to communicate well with your teammates and assign each player to an individual task. I think these skills can transfer to **teamwork** in a professional setting.",INT-GRP,High Frequency
90,Computer Science,Junior,14,True,4.0,Some of the time,"mario kart ,smash bros ultimate,legend of zelda,dark souls,call of duty","I definitely think gaming makes you a better player. Even though I mostly just have time for **single player** games recently, I was very into Counter Strike a couple years ago. In that game, you need to communicate well with your teammates and assign each player to an individual task. I think these skills can transfer to teamwork in a professional setting.",DEF-SLO,High Frequency
96,Computer Science,Senior,13,True,7.0,Half of the time,"Hollow Knight,World of Warcraft,Dead Space,Bioshock,Call of Duty",My gaming experience has helped me become a better team player by allowing me to learn how to work with others to achieve a **common goal**. Gaming has helped me figure out how people should pull their own weight and what can lead to successes or failures of a team.,PRO-GOL,High Frequency
96,Computer Science,Senior,13,True,7.0,Half of the time,"Hollow Knight,World of Warcraft,Dead Space,Bioshock,Call of Duty",My gaming experience has helped me become a better **team player** by allowing me to learn how to work with others to achieve a common goal. Gaming has helped me figure out how people should pull their own weight and what can lead to successes or failures of a team.,INT-GRP,High Frequency
96,Computer Science,Senior,13,True,7.0,Half of the time,"Hollow Knight,World of Warcraft,Dead Space,Bioshock,Call of Duty",My gaming experience has helped me become a better team player by allowing me to learn how to work with others to achieve a common goal. Gaming has helped me figure out how people should pull their own **weight** and what can lead to successes or failures of a team.,SEF-DTR,High Frequency
96,Computer Science,Senior - Second Bachelor,14,True,7.0,Some of the time,"Dark Souls,World of Warcraft,Hollow Knight,Elden Ring,Clash Royale",My gaming experience has made me a better **team player** by taking on challenges where the performance of everyone involved affects the result.,INT-GRP,High Frequency
95,Computer Science,Junior,13,True,7.0,Some of the time,"Hollow Knight,World of Warcraft,Persona 5 Royal,Elden Ring,Baldur's Gate 3","Gaming makes me a better team player by challenging me to optimize chances of success depending on the team's situation. For example, I decide who to heal or what enemies to face based on my teammates' **strengths and weaknesses**. These **skills** make me a better team player in a more general sense because these adjustment strategies can be implemented in teams outside of games completing tasks such that team weaknesses are covered and team **strengths** are used to the fullest.",CLB-MNG,High Frequency
95,Computer Science,Junior,13,True,7.0,Some of the time,"Hollow Knight,World of Warcraft,Persona 5 Royal,Elden Ring,Baldur's Gate 3","Gaming makes me a better **team player** by challenging me to optimize chances of success depending on the team's situation. For example, I decide who to heal or what enemies to face based on my teammates' strengths and weaknesses. These skills make me a better **team player** in a more general sense because these adjustment strategies can be implemented in **teams** outside of games completing tasks such that team weaknesses are covered and team strengths are used to the fullest.",INT-GRP,High Frequency
100,Computer Science,Sophomore,13,True,3.0,Most of the time,"Ghost Recon Breakpoint,Warframe,Dark Souls 3,Sea of Theives,Minecraft","Most of the time I am playing games with friends in a **cooperative** environment. I tend to focus on doing my own thing, but when help is needed I am capable of working with the group to assist in completing the task. I am unsure if this has helped me be a better team player.",CLB-COP,Low Frequency
100,Computer Science,Sophomore,13,True,3.0,Most of the time,"Ghost Recon Breakpoint,Warframe,Dark Souls 3,Sea of Theives,Minecraft","Most of the time I am playing games with friends in a cooperative environment. I tend to focus on doing my own thing, but when help is needed I am capable of working with the **group** to assist in completing the task. I am unsure if this has helped me be a better **team player**.",INT-GRP,Low Frequency
100,Computer Science,Sophomore,13,True,3.0,Most of the time,"Ghost Recon Breakpoint,Warframe,Dark Souls 3,Sea of Theives,Minecraft","Most of the time I am playing games with friends in a cooperative environment. I tend to focus on doing my own thing, but when **help** is needed I am capable of working with the group to **assist** in completing the task. I am unsure if this has helped me be a better team player.",INT-OTH,Low Frequency
100,Computer Science,Sophomore,13,True,3.0,Most of the time,"Ghost Recon Breakpoint,Warframe,Dark Souls 3,Sea of Theives,Minecraft","Most of the time I am playing games with friends in a cooperative environment. I tend to focus on doing my own thing, but when help is needed I am capable of working with the group to assist in completing the task. I am **unsure** if this has helped me be a better team player.",SEF-LCK,Low Frequency
100,Computer Science,Sophomore,13,True,3.0,Most of the time,"Ghost Recon Breakpoint,Warframe,Dark Souls 3,Sea of Theives,Minecraft","Most of the time I am playing games with friends in a cooperative environment. I tend to focus on **doing my own thing**, but when help is needed I am capable of working with the group to assist in completing the task. I am unsure if this has helped me be a better team player.",CTR-LWF,Low Frequency
50,Computer Science,Senior - Second Bachelor,14,True,4.0,Half of the time,"League of Legends,The Elder Scrolls V: Skyrim,Valorant / CSGO,Baldur's Gate 3,Age of Empires IV","Even though I've listed the games I've been playing most recently, the reality is that I tend to play solo. But on the other hand, I must admit that in these games, the importance of teamwork or combination of talents and skills (which can also be considered as the **cooperation** between multiple characters) is emphasized. I think these games let me understand that a person or a team needs to **cooperate** with each other to make up for the shortcomings and expand the strengths to give yourself a huge advantage.",CLB-COP,High Frequency
50,Computer Science,Senior - Second Bachelor,14,True,4.0,Half of the time,"League of Legends,The Elder Scrolls V: Skyrim,Valorant / CSGO,Baldur's Gate 3,Age of Empires IV","Even though I've listed the games I've been playing most recently, the reality is that I tend to play solo. But on the other hand, I must admit that in these games, the importance of teamwork or combination of talents and **skills** (which can also be considered as the cooperation between multiple characters) is emphasized. I think these games let me understand that a person or a team needs to cooperate with each other to make up for the shortcomings and expand the **strengths** to give yourself a huge advantage.",CLB-MNG,High Frequency
50,Computer Science,Senior - Second Bachelor,14,True,4.0,Half of the time,"League of Legends,The Elder Scrolls V: Skyrim,Valorant / CSGO,Baldur's Gate 3,Age of Empires IV","Even though I've listed the games I've been playing most recently, the reality is that I tend to play solo. But on the other hand, I must admit that in these games, the importance of **teamwork** or combination of talents and skills (which can also be considered as the cooperation between multiple characters) is emphasized. I think these games let me understand that a person or a team needs to cooperate with each other to make up for the shortcomings and expand the strengths to give yourself a huge advantage.",INT-GRP,High Frequency
50,Computer Science,Senior - Second Bachelor,14,True,4.0,Half of the time,"League of Legends,The Elder Scrolls V: Skyrim,Valorant / CSGO,Baldur's Gate 3,Age of Empires IV","Even though I've listed the games I've been playing most recently, the reality is that I tend to play **solo**. But on the other hand, I must admit that in these games, the importance of teamwork or combination of talents and skills (which can also be considered as the cooperation between multiple characters) is emphasized. I think these games let me understand that a person or a team needs to cooperate with each other to make up for the shortcomings and expand the strengths to give yourself a huge advantage.",DEF-SLO,High Frequency
90,Computer Science,Senior - Second Bachelor,9,True,4.0,Never,"Apex Legends,Counter-Strike Global Offensive,Hunt Showdown,Flight Simulator,AC","Yes, I feel like it makes me a better team player. Especially with games such a CS(Counter Strike) you must play as a team or else you will lose. In the game people play different roles on different sites. I tend to try to fit whatever **role** is needed, meaning I adopt to my team's needs. I think this is a important skill because as a project progresses someone may hit a large roadblock and need someone to step in. ",CLB-MNG,High Frequency
90,Computer Science,Senior - Second Bachelor,9,True,4.0,Never,"Apex Legends,Counter-Strike Global Offensive,Hunt Showdown,Flight Simulator,AC","Yes, I feel like it makes me a better **team player**. Especially with games such a CS(Counter Strike) you must play as a team or else you will lose. In the game people play different roles on different sites. I tend to try to fit whatever role is needed, meaning I adopt to my team's needs. I think this is a important skill because as a project progresses someone may hit a large roadblock and need someone to step in. ",INT-GRP,High Frequency
100,Computer Science,Senior,3,True,3.0,Most of the time,"League of Legends,Risk of Rain 2,Minecraft,Brawl Stars,Clash Royale",The gaming makes me a better team player through communicating and **working as a team**. It teaches important skills both in hand-eye **coordination** and managing a team to complete a shared objective.,CLB-COP,Low Frequency
100,Computer Science,Senior,3,True,3.0,Most of the time,"League of Legends,Risk of Rain 2,Minecraft,Brawl Stars,Clash Royale",The gaming makes me a better team player through communicating and working as a team. It teaches important **skills** both in hand-eye coordination and managing a team to complete a shared objective.,CLB-MNG,Low Frequency
100,Computer Science,Senior,3,True,3.0,Most of the time,"League of Legends,Risk of Rain 2,Minecraft,Brawl Stars,Clash Royale",The gaming makes me a better team player through communicating and working as a team. It teaches important skills both in hand-eye coordination and managing a team to complete a shared **objective**.,PRO-GOL,Low Frequency
100,Computer Science,Senior,3,True,3.0,Most of the time,"League of Legends,Risk of Rain 2,Minecraft,Brawl Stars,Clash Royale",The gaming makes me a better **team player** through communicating and working as a team. It teaches important skills both in hand-eye coordination and managing a team to complete a shared objective.,INT-GRP,Low Frequency
92,Computer Science,Senior,12,True,2.0,Some of the time,"Diablo 4,Monster Hunter World,League of Legends,Enter the Gungeon,Jedi Survivor","Yes, gaming makes you a better team player. For nothing less than experience working in a team. You will often come across people that change your perspective on how the game is played. Either by introducing strategies you never thought of, or simply having a different playstyle. This forces you to adapt to be able to incorporate their playstyle into your strategy, which is one of the most important aspects of teamwork in my opinion. Instead of forcing everyone to conform to a certain routine or mindset, it's much more valuable to allow everyone to play their **strengths**, while asking them to consider their teammate's **strengths** as well.",CLB-MNG,Low Frequency
92,Computer Science,Senior,12,True,2.0,Some of the time,"Diablo 4,Monster Hunter World,League of Legends,Enter the Gungeon,Jedi Survivor","Yes, gaming makes you a better team player. For nothing less than experience working in a team. You will often come across people that change your perspective on how the game is played. Either by introducing strategies you never thought of, or simply having a different playstyle. This forces you to adapt to be able to incorporate their playstyle into your **strategy**, which is one of the most important aspects of teamwork in my opinion. Instead of forcing everyone to conform to a certain routine or mindset, it's much more valuable to allow everyone to play their strengths, while asking them to consider their teammate's strengths as well.",PRO-STR,Low Frequency
92,Computer Science,Senior,12,True,2.0,Some of the time,"Diablo 4,Monster Hunter World,League of Legends,Enter the Gungeon,Jedi Survivor","Yes, gaming makes you a better team player. For nothing less than experience working in a team. You will often come across people that change your perspective on how the game is played. Either by introducing strategies you never thought of, or simply having a different playstyle. This forces you to **adapt to** be able to incorporate their playstyle into your strategy, which is one of the most important aspects of teamwork in my opinion. Instead of forcing everyone to conform to a certain routine or mindset, it's much more valuable to allow everyone to play their strengths, while asking them to consider their teammate's strengths as well.",PRO-ADP,Low Frequency
92,Computer Science,Senior,12,True,2.0,Some of the time,"Diablo 4,Monster Hunter World,League of Legends,Enter the Gungeon,Jedi Survivor","Yes, gaming makes you a better **team player**. For nothing less than experience working in a team. You will often come across people that change your perspective on how the game is played. Either by introducing strategies you never thought of, or simply having a different playstyle. This forces you to adapt to be able to incorporate their playstyle into your strategy, which is one of the most important aspects of **teamwork** in my opinion. Instead of forcing everyone to conform to a certain routine or mindset, it's much more valuable to allow everyone to play their strengths, while asking them to consider their teammate's strengths as well.",INT-GRP,Low Frequency
92,Computer Science,Senior,12,True,2.0,Some of the time,"Diablo 4,Monster Hunter World,League of Legends,Enter the Gungeon,Jedi Survivor","Yes, gaming makes you a better team player. For nothing less than experience working in a team. You will often come across people that change your **perspective** on how the game is played. Either by introducing strategies you never thought of, or simply having a different playstyle. This forces you to adapt to be able to incorporate their playstyle into your strategy, which is one of the most important aspects of teamwork in my opinion. Instead of forcing everyone to conform to a certain routine or mindset, it's much more valuable to allow everyone to play their strengths, while asking them to consider their teammate's strengths as well.",INT-PER,Low Frequency
97,Computer Science,Senior - Second Bachelor,14,True,7.0,Half of the time,"Magic the gathering arena,Apex Legends,League of legends,Witcher 3,Overwatch",Yes because it teaches me to pay attention to the big picture and watch and try to anticipate what my teammates are doing. I don't play much with voice communication but allot of the games have ping systems to ping objects that is extremely important to success by communication plans and following the team.,UNCODED,High Frequency
92,Computer Science,Senior - Second Bachelor,9,True,4.0,Never,"GTA V,Red Dead Redemption 2,Attila: Total War,Rome 2: Total War,Star Wars: Empire at War","Gaming does make me a better team player, because I know that some people are better at certain things, so in order to effect a better outcome, it makes sense to allow people to work at what they are best at. This ""strategizing"" aspect comes from gaming, where the ultimate objective is to win or have the highest score. This furthers **collaboration** within a group.",CLB-COP,High Frequency
92,Computer Science,Senior - Second Bachelor,9,True,4.0,Never,"GTA V,Red Dead Redemption 2,Attila: Total War,Rome 2: Total War,Star Wars: Empire at War","Gaming does make me a better team player, because I know that some people are better at certain things, so in order to effect a better outcome, it makes sense to allow people to work at what they are best at. This ""**strategizing**"" aspect comes from gaming, where the ultimate objective is to win or have the highest score. This furthers collaboration within a group.",PRO-STR,High Frequency
92,Computer Science,Senior - Second Bachelor,9,True,4.0,Never,"GTA V,Red Dead Redemption 2,Attila: Total War,Rome 2: Total War,Star Wars: Empire at War","Gaming does make me a better team player, because I know that some people are better at certain things, so in order to effect a better outcome, it makes sense to allow people to work at what they are best at. This ""strategizing"" aspect comes from gaming, where the ultimate **objective** is to win or have the highest score. This furthers collaboration within a group.",PRO-GOL,High Frequency
92,Computer Science,Senior - Second Bachelor,9,True,4.0,Never,"GTA V,Red Dead Redemption 2,Attila: Total War,Rome 2: Total War,Star Wars: Empire at War","Gaming does make me a better **team player**, because I know that some people are better at certain things, so in order to effect a better outcome, it makes sense to allow people to work at what they are best at. This ""strategizing"" aspect comes from gaming, where the ultimate objective is to win or have the highest score. This furthers collaboration within a **group**.",INT-GRP,High Frequency
84,Computer Science,Senior,10,True,1.0,Some of the time,"counter strike global offensive,minecraft,lego starwars,smash bros,mario cart",depending on the game yes Minecraft no because I play **alone** on a private world but any of the other games yes because if communication is not there then we cant function well and will most lilky take and L ,DEF-SLO,Low Frequency
97,Computer Science,Junior,15,True,5.0,Half of the time,"Warthunder,CSGO,Rocket League,Battletech,Dwarf Fortress","Communication is something that is used a lot in team based games, things such as conveying information or negotiating a **strategy**.",PRO-STR,High Frequency
97,Computer Science,Junior,15,True,5.0,Half of the time,"Warthunder,CSGO,Rocket League,Battletech,Dwarf Fortress","Communication is something that is used a lot in **team based games**, things such as conveying information or negotiating a strategy.",INT-GRP,High Frequency
86,Computer Science,Senior,10,True,2.0,Most of the time,"Call of Duty,Rocket League,Split Gate,minecraft,stardew valley","Yes, gaming has made me a better team player. It has accomplished this because in most games that require you to be a part of a team there is a common goal all of you are trying to reach. Whether that be eliminating the enemy team, or scoring more goals than the other team, you and your teammates are **working together** to reach that goal. In order to accomplish these goals it requires members of the team doing different things. For example when playing the domination game mode in Call of Duty each member needs to hold a point longer than the enemy team. This can only be accomplished through communicating with each other and delegating each point to a different team member. ",CLB-COP,Low Frequency
86,Computer Science,Senior,10,True,2.0,Most of the time,"Call of Duty,Rocket League,Split Gate,minecraft,stardew valley","Yes, gaming has made me a better team player. It has accomplished this because in most games that require you to be a part of a team there is a **common goal** all of you are trying to reach. Whether that be eliminating the enemy team, or scoring more goals than the other team, you and your teammates are working together to reach that **goal**. In order to accomplish these goals it requires members of the team doing different things. For example when playing the domination game mode in Call of Duty each member needs to hold a point longer than the enemy team. This can only be accomplished through communicating with each other and delegating each point to a different team member. ",PRO-GOL,Low Frequency
86,Computer Science,Senior,10,True,2.0,Most of the time,"Call of Duty,Rocket League,Split Gate,minecraft,stardew valley","Yes, gaming has made me a better **team player**. It has accomplished this because in most games that require you to be a part of a team there is a common goal all of you are trying to reach. Whether that be eliminating the enemy team, or scoring more goals than the other team, you and your teammates are working together to reach that goal. In order to accomplish these goals it requires members of the team doing different things. For example when playing the domination game mode in Call of Duty each member needs to hold a point longer than the enemy team. This can only be accomplished through communicating with each other and delegating each point to a different team member. ",INT-GRP,Low Frequency
92,Computer Science,Senior,17,True,3.0,Some of the time,"Rogue Legacy 2,Legend of Zelda: TOTK,Back 4 Blood,Aliens: Fireteam Elite,Factorio","The coop games I play help to some degree, you need to be **vocal** and communicate with your partners to be more successful in staying alive in game which can translate to communicating with a team to work toward a common objective.",COM-CLR,Low Frequency
92,Computer Science,Senior,17,True,3.0,Some of the time,"Rogue Legacy 2,Legend of Zelda: TOTK,Back 4 Blood,Aliens: Fireteam Elite,Factorio","The coop games I play help to some degree, you need to be vocal and communicate with your partners to be more successful in staying alive in game which can translate to communicating with a team to work toward a common **objective**.",PRO-GOL,Low Frequency
92,Computer Science,Senior,17,True,3.0,Some of the time,"Rogue Legacy 2,Legend of Zelda: TOTK,Back 4 Blood,Aliens: Fireteam Elite,Factorio","The coop games I play **help** to some degree, you need to be vocal and communicate with your partners to be more successful in staying alive in game which can translate to communicating with a team to work toward a common objective.",INT-OTH,Low Frequency
88,Computer Science,Senior,3,True,7.0,Half of the time,"Final Fantasy 14,Archeage,Legend of Zelda: Tears of the Kingdom,Super Smash Bros Ultimate,Fortnite","It absolutely does. I'm currently playing a game called Archeage, which is a Massively Multiplayer Online RPG. I'm in a guild of about 70 people and the game heavily emphasizes resource gathering and sharing. A big aspect of the game is giving materials to your teammates who can use them most, who in turn will share their **skills** with the guild. There are also coordinated assaults on the other faction of players and we join voice chat to be on the same page as far as where to go and who to attack. It's a lot of fun and develops teambuilding **skills** surprisingly well! You learn to work with others and build up each others' **strengths** while covering their weaknesses. It also gets you used to following leadership and questioning leadership choices when necessary without real life consequences.",CLB-MNG,High Frequency
88,Computer Science,Senior,3,True,7.0,Half of the time,"Final Fantasy 14,Archeage,Legend of Zelda: Tears of the Kingdom,Super Smash Bros Ultimate,Fortnite","It absolutely does. I'm currently playing a game called Archeage, which is a Massively **Multiplayer** Online RPG. I'm in a guild of about 70 people and the game heavily emphasizes resource gathering and sharing. A big aspect of the game is giving materials to your teammates who can use them most, who in turn will share their skills with the guild. There are also coordinated assaults on the other faction of players and we join voice chat to be on the same page as far as where to go and who to attack. It's a lot of fun and develops teambuilding skills surprisingly well! You learn to work with others and build up each others' strengths while covering their weaknesses. It also gets you used to following leadership and questioning leadership choices when necessary without real life consequences.",INT-GRP,High Frequency
